,SPCD,DO_BH,HT_TOT,TT_DW_CRM
82210,42,23.4,125.8,4943.59
12993,131,5.2,30.1,46.09
86744,122,12.4,68.0,771.33
74870,837,9.2,51.0,427.39
33214,202,10.0,55.4,474.66
101963,108,4.2,40.4,49.65
33940,121,14.0,79.0,1577.0
116618,15,4.8,21.9,54.51
93006,125,9.1,37.7,239.22
13822,611,6.0,57.0,161.75
54270,611,14.5,78.0,1346.37
131890,129,8.4,40.9,197.94
11892,131,11.4,75.0,838.19
77016,263,7.8,51.6,277.47
76376,202,7.4,47.8,211.97
55771,812,7.0,52.0,272.65
123552,131,10.5,61.6,583.38
6404,531,22.0,71.0,4873.95
130508,972,8.9,55.7,292.73
112839,111,7.4,58.0,297.45
37605,611,11.1,73.0,754.43
75215,621,16.1,76.0,1374.28
127365,131,6.6,47.6,162.09
59403,121,14.7,81.0,1781.36
73945,68,5.6,29.0,99.6
25716,611,11.7,87.0,996.49
36333,111,6.7,57.0,233.96
33467,202,18.0,76.3,1905.95
66472,802,5.9,49.0,250.98
91767,809,16.5,63.7,1773.76
112239,132,4.4,40.4,62.92
104219,15,8.8,42.1,237.39
56007,316,9.5,61.0,480.94
68880,110,8.5,55.0,351.73
25834,812,16.7,75.6,2032.5
40404,121,9.4,56.0,504.52
95077,95,3.2,41.0,23.55
51951,591,3.3,25.0,33.87
39228,111,4.9,42.0,75.15
87806,202,15.1,87.3,1570.97
11241,131,3.9,22.1,36.36
88490,105,6.7,43.7,117.07
53819,806,8.0,61.0,497.74
74261,832,11.5,58.0,820.7
105079,111,12.7,81.0,1275.88
87612,93,7.4,51.0,173.97
18880,222,5.9,50.0,144.63
133381,970,4.0,44.0,46.7
75308,400,17.0,85.0,2628.83
92109,68,9.1,42.3,267.24
127085,131,6.7,44.5,155.52
49196,131,5.3,41.0,77.03
72967,802,12.6,75.0,1297.51
39393,111,13.6,54.0,986.01
21820,693,21.3,89.0,2962.71
56281,400,8.7,70.0,591.24
128262,131,10.6,71.0,684.73
92912,125,5.1,36.1,62.12
106653,122,21.0,76.8,2717.37
52630,110,4.5,33.0,51.44
24954,802,20.5,100.0,4300.38
76209,202,9.1,83.0,573.38
27741,653,9.5,59.8,429.83
110293,409,18.0,88.4,2737.48
130357,132,7.9,47.0,264.74
117758,316,1.4,18.0,5.02
88874,125,5.9,45.7,131.43
48096,827,1.4,24.0,5.17
81384,802,10.0,61.4,554.18
69861,110,5.8,44.0,117.25
81173,531,14.3,73.9,1477.26
70367,131,9.5,61.0,469.92
135793,202,4.9,34.0,62.99
66058,491,6.9,22.0,110.89
109306,202,17.6,95.2,2354.07
121618,261,12.0,63.4,711.41
97953,211,20.2,132.2,2835.39
126558,746,3.1,19.1,23.39
83056,42,22.0,104.8,3685.85
128425,122,18.2,102.1,2399.44
40575,800,9.0,47.0,413.81
101117,93,4.8,29.4,45.61
32587,202,22.1,132.4,4995.88
50433,121,7.2,55.0,275.92
126746,802,19.9,77.4,3164.17
51958,611,11.8,75.0,871.77
95427,129,3.2,29.9,21.62
47825,110,12.3,77.0,1053.07
31590,121,6.7,60.0,258.32
27471,833,13.7,71.9,1427.6
8288,371,14.1,77.3,1925.2
36508,111,6.8,43.0,176.1
29040,131,11.8,106.2,1266.61
89726,375,7.1,64.8,299.36
49317,131,9.3,36.0,264.29
113587,131,4.8,34.9,60.16
85547,202,9.8,60.0,430.13
24445,970,14.0,67.0,1185.88
112891,111,6.3,39.0,130.24
124333,131,25.3,103.6,5691.28
81338,400,11.4,61.9,858.97
66838,131,1.8,18.0,5.63
33165,318,5.5,47.6,167.29
71184,693,1.3,21.0,3.07
72859,126,6.9,45.0,185.04
88460,105,5.4,45.2,82.88
98805,901,15.2,98.2,2550.78
85360,15,15.6,70.0,1081.2
127702,131,5.7,35.8,78.75
31326,202,18.9,102.0,2960.57
12621,131,7.3,54.1,235.32
126399,131,16.0,74.1,1643.28
84645,740,9.3,44.3,274.37
94681,653,1.2,26.6,2.4
104551,15,11.3,58.2,509.93
42885,827,6.2,54.0,247.12
122112,131,14.6,77.3,1423.48
35625,111,7.1,49.0,225.55
111586,375,7.8,47.2,286.56
9197,800,2.4,23.2,22.44
117704,312,5.2,52.0,130.63
41980,111,6.0,48.0,148.24
27963,222,12.2,72.3,814.14
107503,122,19.0,88.5,2365.17
37284,111,5.4,36.0,77.4
70214,110,10.5,62.0,616.05
49182,131,8.5,50.0,302.5
6370,531,17.2,77.0,3167.08
9994,111,6.0,47.0,144.54
57092,833,8.0,55.0,415.34
10415,131,8.8,64.9,426.93
104068,122,11.1,39.0,339.38
113714,131,5.6,35.5,74.05
75980,370,6.0,57.0,225.43
92204,110,10.2,63.8,440.19
50434,121,7.5,47.0,254.13
113770,131,5.8,36.0,83.27
129314,746,4.6,52.4,59.79
102144,108,4.7,40.9,65.27
26524,831,19.3,83.6,3063.52
17860,110,15.0,58.0,1194.74
64241,491,5.5,34.0,113.62
133375,802,12.9,68.3,1263.24
32838,129,11.4,78.7,659.61
87394,746,11.0,71.0,671.83
4243,375,9.4,61.0,643.77
41496,121,10.7,51.0,598.97
102479,122,21.0,85.3,2752.65
78231,122,23.4,100.0,3564.91
132943,403,12.4,76.9,1646.07
128198,202,10.4,61.0,567.13
95474,371,4.8,37.4,95.84
23058,950,19.2,100.5,2063.67
12581,131,8.9,60.2,404.72
82775,242,18.4,90.5,1584.16
57150,400,14.8,68.0,1608.03
13480,540,2.0,29.0,9.82
14804,831,1.4,21.0,5.17
69220,611,5.7,46.0,107.37
3099,97,10.6,53.0,502.06
79343,261,15.7,67.0,1228.8
52252,121,11.0,57.0,706.42
70830,400,6.2,50.0,205.45
7819,950,16.0,78.7,1553.66
110367,833,17.4,79.4,2175.65
122201,121,10.0,69.9,712.32
134054,318,8.1,70.9,604.89
45390,827,9.9,71.0,775.89
83246,242,25.6,97.1,3205.93
9140,541,14.2,76.0,1834.25
125463,131,8.9,47.9,319.67
886,762,13.0,86.6,1575.37
44418,121,10.0,63.0,642.78
75185,400,6.1,41.0,155.45
85954,93,23.3,132.0,4370.34
65724,837,6.4,46.0,184.93
24593,802,16.1,91.0,2477.28
40481,653,12.8,57.0,707.29
99095,806,12.8,80.4,1715.3
108636,122,26.0,107.2,5754.46
76056,833,6.3,36.0,177.22
71471,806,8.9,57.0,566.16
65105,131,20.9,68.0,2592.92
41294,838,2.1,14.0,12.77
62271,222,9.1,35.0,264.34
70079,132,7.7,43.0,240.82
5581,371,26.4,80.0,6752.72
76921,263,14.9,103.1,2063.79
93385,316,6.9,62.4,261.56
52309,591,3.3,24.0,33.87
53220,316,22.2,68.0,2538.35
98260,832,12.6,72.0,1262.91
84322,202,12.0,57.7,802.53
70327,110,5.7,53.0,139.78
34066,107,8.0,67.0,433.67
9146,541,5.2,58.0,166.34
96387,105,9.9,43.0,295.04
88186,802,14.1,93.5,1279.31
35123,694,1.4,23.0,3.69
85616,122,11.2,63.0,579.76
36700,111,6.6,46.0,177.31
77520,202,5.6,41.6,109.01
113084,111,7.6,53.0,286.21
82913,42,21.8,84.3,2910.24
31352,122,26.4,116.0,5952.17
126785,19,2.6,23.1,12.11
72809,693,9.2,63.0,456.11
32510,17,13.6,69.7,1007.75
132394,261,6.8,35.3,149.26
54456,370,9.5,71.0,589.87
86108,122,29.5,108.0,5976.64
47248,131,15.8,90.0,1934.1
77310,122,15.4,65.0,1244.44
21837,950,16.2,86.0,1282.94
88390,94,13.2,55.9,698.66
104327,15,11.6,72.8,658.73
103774,20,16.9,65.5,1181.09
105019,111,3.0,20.0,22.79
15083,693,12.3,69.0,838.05
80841,743,6.8,57.2,177.41
53122,611,8.2,64.0,360.41
81267,110,11.7,72.2,631.91
96232,125,12.0,91.0,867.52
15127,806,7.9,56.0,446.04
133898,261,8.5,42.2,304.84
59464,621,22.4,100.0,3351.8
36348,111,7.3,71.2,359.8
69982,110,8.0,47.0,262.52
95048,94,2.6,25.3,14.62
109904,97,15.6,54.9,880.68
87330,122,9.8,37.5,266.19
58544,833,6.0,28.0,126.1
15627,740,1.6,22.0,4.9
132214,318,16.5,67.3,2308.96
5519,318,18.5,92.0,3965.51
35032,111,7.2,49.0,232.83
115634,746,1.9,26.1,7.34
33304,19,5.3,31.9,99.07
79331,261,24.7,88.0,3620.93
75634,400,15.2,82.0,2042.86
37572,316,10.7,77.0,752.9
62954,131,2.2,19.0,9.11
81866,122,15.8,61.0,1024.87
25670,400,12.8,96.3,1725.23
38614,111,4.1,51.0,48.71
45341,611,13.3,78.0,1140.64
110086,802,9.3,52.0,464.57
129183,202,28.1,154.7,8843.57
2945,97,11.2,56.3,614.6
36458,111,5.2,40.0,80.42
27903,121,9.8,73.0,713.93
125921,131,6.4,45.3,142.26
53167,131,10.8,80.0,800.58
22602,132,9.4,74.0,598.7
133372,817,11.7,65.4,1016.61
42535,111,5.3,50.0,114.12
35202,111,17.2,82.0,2374.68
106362,122,11.8,65.5,671.29
90311,809,9.1,54.9,421.54
57444,371,6.8,65.0,362.49
103001,15,15.2,88.4,1340.33
57790,802,8.5,71.0,638.37
87262,15,4.8,27.1,54.51
72426,802,1.2,15.0,3.54
111987,110,1.8,20.3,5.63
70526,316,15.4,49.0,939.16
73696,531,8.9,61.0,502.05
116181,742,13.3,100.9,1223.89
42188,111,9.0,51.0,397.84
4232,375,14.3,54.0,1400.58
26860,832,11.5,100.9,1414.09
107022,122,17.5,55.0,1267.37
74224,802,8.2,48.0,416.69
95537,375,4.8,46.6,96.29
89658,318,24.8,72.9,3827.75
77747,93,14.6,95.4,1365.87
35589,825,14.7,66.0,1549.26
43544,316,1.8,26.0,9.01
11980,131,9.8,67.8,556.96
85883,202,7.3,54.0,256.95
133380,901,3.9,37.4,51.28
803,407,10.5,80.3,721.65
82744,42,12.4,71.6,916.91
108473,122,9.8,46.1,358.08
57830,837,11.0,68.0,809.52
64496,832,16.5,99.0,2732.61
67893,812,12.0,64.0,925.8
73930,837,7.0,48.0,233.09
45403,111,5.2,35.0,66.34
45587,121,9.1,34.0,287.6
83907,242,32.4,65.0,3577.25
42099,131,5.9,42.0,106.07
16382,802,5.1,38.0,164.31
68750,970,4.8,47.0,73.39
56189,999,5.6,32.0,90.55
127697,131,9.6,60.7,477.85
33269,202,8.3,42.4,251.21
71225,832,11.8,58.0,861.03
116562,831,31.7,111.0,10608.38
23595,121,18.9,73.9,2694.66
49495,131,2.2,22.0,9.11
103054,15,13.8,74.5,943.07
42266,111,5.2,39.0,77.6
59390,111,1.2,10.0,2.48
94314,809,13.2,60.4,1052.47
18060,131,16.8,87.0,2116.84
123101,131,5.1,41.0,68.96
775,802,19.8,85.0,2870.32
103392,117,15.0,93.5,1289.79
19055,131,9.1,39.6,277.67
115685,746,13.3,78.6,864.86
13274,121,4.3,43.0,54.69
29358,460,21.0,68.2,2271.0
92824,105,5.3,47.6,72.44
120763,131,7.0,50.0,196.35
90889,105,9.3,59.4,342.6
94696,693,3.3,28.1,30.69
129454,833,23.5,83.0,5299.43
14514,541,15.7,85.0,1982.73
20015,110,21.2,86.6,3527.14
124986,833,15.7,89.4,2060.82
107566,122,17.5,71.0,1619.63
3337,375,10.0,68.0,777.12
51064,316,11.9,76.0,888.53
11337,131,4.0,28.5,38.66
76606,202,18.2,161.5,4195.48
56452,110,6.8,42.0,161.92
75384,806,17.1,86.0,2877.38
113471,131,5.7,39.9,90.78
134352,123,13.9,50.5,973.57
83995,242,10.4,51.0,310.14
22626,132,10.6,75.3,766.25
60174,128,18.4,73.0,2285.04
56910,126,16.8,80.0,2015.93
52160,400,5.5,51.0,161.51
3951,740,5.0,38.0,86.8
133624,602,14.2,102.1,1745.37
111042,7474,4.6,51.8,69.88
115276,131,3.4,26.9,26.08
109278,202,28.4,95.2,5399.91
45274,111,11.9,77.0,1064.57
2280,421,8.6,52.0,338.28
68128,540,9.9,58.0,534.26
26428,131,13.4,61.2,954.1
29385,611,20.3,108.7,3577.99
31847,110,3.3,39.7,24.26
136111,202,10.0,89.5,817.48
65955,802,5.4,45.0,204.77
44172,128,10.2,52.0,525.67
65797,131,17.9,78.0,2164.03
26549,110,10.1,81.6,748.17
63312,611,8.4,63.0,371.96
102103,351,4.7,54.6,68.1
78181,122,16.7,83.0,1556.05
119077,403,21.2,78.9,3934.36
63748,131,9.6,52.0,409.26
45747,111,9.5,64.0,559.89
27191,261,23.9,94.9,3588.46
32496,15,19.7,90.2,2265.43
90324,833,6.1,52.5,211.14
121812,125,12.6,78.9,822.88
7412,318,13.3,67.5,1689.73
53040,110,12.1,55.0,732.32
126336,131,16.6,85.6,2034.35
53169,131,11.5,73.0,830.77
70923,129,12.2,55.0,546.33
26512,831,18.1,86.4,2796.4
76200,202,12.2,111.5,1369.74
17936,131,7.5,56.0,259.32
87514,202,11.3,49.3,510.92
89181,125,13.0,78.1,861.42
52591,131,14.4,90.0,1605.45
17613,131,6.1,52.0,148.89
39200,837,1.8,17.0,9.45
25665,400,12.0,74.8,1179.23
13109,131,5.8,62.6,163.97
63817,131,9.1,58.0,408.44
111724,94,8.9,31.8,217.85
8447,318,16.0,91.8,2951.21
117023,132,11.3,51.0,603.59
59279,131,7.4,59.0,266.27
28017,111,5.8,56.9,167.2
57236,129,15.7,92.0,1421.8
129525,202,16.8,100.0,2358.98
114399,131,5.3,30.1,49.17
68419,802,8.0,64.0,522.03
128667,202,32.0,161.7,11735.23
88681,105,7.4,45.3,182.81
22052,131,19.6,90.8,3005.51
124301,131,18.5,74.6,2215.56
36857,121,11.0,65.0,803.48
109613,122,16.9,51.0,1099.05
82756,42,17.3,79.5,1832.77
3676,97,10.7,59.0,531.51
128413,122,13.6,50.4,676.03
36192,111,5.9,32.0,84.94
133753,402,12.7,82.1,1500.25
18125,131,16.8,87.5,2128.61
24366,110,12.4,86.0,1193.36
136455,802,6.2,49.1,198.93
119305,621,14.5,95.5,1409.16
82042,42,8.5,47.0,296.28
101829,108,3.2,28.6,25.65
70583,832,15.1,69.0,1621.6
126658,261,3.7,26.9,29.79
97259,950,26.5,79.0,3205.35
41554,111,13.0,76.0,1256.18
22124,693,21.5,89.5,3032.34
94595,202,24.1,129.9,5691.02
47884,460,6.9,52.0,222.73
39741,222,13.1,55.0,728.59
11946,131,11.1,55.2,586.92
19291,531,14.5,62.1,1217.53
92068,68,7.9,29.6,188.11
43842,400,14.7,80.5,1879.93
113681,131,9.6,66.9,526.74
21941,121,13.6,65.3,1236.55
18818,222,5.4,47.0,112.63
659,105,6.6,65.6,149.21
27016,837,14.6,67.2,1377.45
39785,800,1.3,12.0,5.06
82091,263,4.7,26.0,56.95
25285,621,10.6,80.2,673.51
23791,694,15.0,77.9,1393.94
45338,491,3.2,35.0,31.38
33504,202,14.1,79.4,1303.9
17679,131,18.4,90.0,2625.35
37938,131,14.1,83.0,1422.1
104530,15,14.8,59.4,882.19
116754,122,9.6,63.4,383.0
83950,242,18.5,89.0,1574.85
127367,131,5.6,41.2,90.22
32386,762,1.7,19.5,5.63
134411,950,8.6,56.6,306.37
110222,835,21.2,69.7,3343.98
53429,316,8.8,49.0,337.05
87786,122,13.4,50.0,673.18
112930,111,8.1,51.0,315.92
115565,746,11.2,73.5,583.87
105034,111,6.2,52.0,176.26
84819,108,18.8,58.8,1669.32
72343,132,3.1,30.0,26.82
59528,131,3.2,30.0,22.52
58966,694,20.2,59.0,1856.1
103493,122,19.5,85.2,2351.45
39259,111,10.9,58.0,673.02
76617,202,19.4,108.9,3137.74
15728,653,1.4,17.0,3.5
136272,97,7.2,42.7,186.55
101402,747,3.0,38.2,12.34
33881,111,6.7,61.0,252.24
30251,531,14.0,83.3,1499.01
110601,68,8.5,29.2,225.61
106668,122,32.8,94.6,8113.36
34786,121,8.1,74.0,491.82
26030,132,10.1,43.6,422.22
134467,68,6.0,30.6,110.78
16047,691,1.3,23.0,3.07
115702,746,5.9,50.0,132.89
131314,71,5.7,32.2,77.3
132569,621,6.9,70.2,259.71
123459,131,11.0,68.6,713.78
49788,837,17.4,73.0,2096.6
2086,403,1.5,17.5,5.84
128370,122,6.9,53.7,163.55
121100,131,13.5,83.5,1310.57
29521,822,20.5,84.1,3492.27
78436,15,14.8,55.8,994.84
45402,111,6.4,40.0,139.68
94512,972,5.6,47.0,106.07
92687,94,9.4,39.1,250.58
99666,211,10.9,69.0,452.95
85539,202,23.8,86.0,3551.29
6804,97,7.3,55.0,207.17
117222,202,5.0,34.3,50.84
92189,110,5.6,39.7,90.53
26159,111,9.4,66.6,570.23
128325,621,23.8,122.6,5314.13
68980,132,12.2,53.0,725.11
10474,131,12.0,70.0,869.17
64516,110,12.9,51.0,775.82
51612,131,6.3,60.0,189.16
41761,111,2.2,27.0,10.73
38266,121,15.4,69.0,1673.62
106771,122,5.0,25.5,22.25
6209,318,23.0,88.0,5891.75
50811,831,21.8,86.0,3986.16
131202,407,7.8,65.1,442.02
127745,131,10.8,67.1,672.67
17708,131,16.8,80.0,1951.96
99022,951,20.2,91.2,2528.75
30938,400,16.1,82.9,2308.08
23637,128,12.8,59.0,916.95
74754,999,9.4,58.0,481.11
51437,825,6.2,39.0,215.18
70301,833,10.9,72.0,954.62
123225,832,8.7,67.1,547.03
6561,97,10.3,54.5,460.41
25291,621,17.6,109.0,2302.92
60541,131,8.7,43.5,275.16
100692,263,3.8,40.2,33.72
29525,822,27.7,94.6,6993.46
25272,400,11.7,87.5,1317.53
134594,202,10.9,99.4,1070.77
39546,121,10.0,48.0,491.6
53859,693,11.2,81.0,825.04
93230,125,11.3,59.3,510.73
10169,131,6.0,43.0,113.98
1189,117,54.0,158.6,29425.11
40879,111,7.1,51.0,235.76
52382,131,10.2,70.0,624.12
53610,802,13.9,64.0,1335.06
75734,400,8.7,75.0,635.59
28144,653,7.2,51.7,222.66
114654,125,7.0,32.0,149.91
114595,125,8.9,40.3,311.49
55423,132,5.8,35.0,108.46
51611,131,1.9,19.0,6.41
19289,531,14.4,63.2,1222.11
76793,202,15.2,80.0,1466.93
37688,111,8.2,40.0,250.34
105255,111,11.0,81.0,954.88
9410,202,3.3,47.8,24.26
27667,131,20.0,91.5,3153.0
123184,316,13.1,78.9,1305.15
53505,832,10.6,52.0,630.08
36093,121,10.5,64.0,720.47
15724,611,1.0,16.0,1.48
59208,121,8.4,59.3,420.68
29049,131,10.2,63.5,566.46
139,746,8.8,79.4,351.25
47810,400,14.3,65.0,1437.44
58211,370,13.0,77.0,1114.57
136922,131,10.0,71.0,607.86
40195,111,3.2,24.0,26.66
103661,15,13.4,61.1,743.43
58280,129,8.8,65.0,346.96
33825,740,7.2,58.5,223.97
93170,125,7.5,72.3,283.44
31200,122,9.1,53.0,287.57
93739,375,5.9,55.3,183.42
93072,125,5.7,33.3,81.16
74001,316,14.1,60.0,965.92
93684,375,6.7,57.9,244.01
116405,621,23.3,114.1,4110.18
60457,121,8.7,87.4,679.79
16688,970,1.4,17.0,3.5
41710,820,6.8,44.0,228.88
59143,131,10.9,51.0,522.92
39947,820,16.1,69.0,1758.49
63860,694,20.4,79.0,2492.13
14173,621,1.2,22.0,2.55
129616,202,6.2,80.0,248.62
22946,316,19.2,74.7,2108.76
26236,111,10.7,68.1,759.93
58225,371,20.9,77.0,3080.39
43414,111,5.4,34.0,71.35
75736,400,12.5,54.0,915.83
94579,202,21.7,126.0,4615.22
105465,131,4.6,30.0,54.26
89507,318,9.2,86.2,718.56
92972,125,6.9,40.4,148.46
42268,111,5.3,47.0,105.36
105707,131,7.0,55.9,222.01
48193,802,7.9,52.0,421.43
87861,122,5.6,45.2,65.28
118389,121,8.8,73.0,577.64
92496,12,11.1,53.0,391.33
60423,121,9.2,70.4,606.3
8092,371,27.0,81.4,7148.06
116573,375,3.3,26.4,39.76
39108,131,17.5,78.0,2067.87
71767,370,2.5,21.0,20.67
67174,812,3.1,37.0,35.25
87466,93,3.8,27.5,26.68
58429,129,5.0,41.0,74.65
65348,131,5.7,41.0,94.01
29491,822,9.7,57.5,628.34
49324,131,5.4,17.0,17.61
72699,621,14.3,96.0,1380.27
12127,131,6.9,51.4,195.91
122114,131,12.0,73.3,909.36
422,835,10.3,65.5,588.67
60456,121,8.8,50.0,388.42
58809,999,5.6,35.0,100.8
83359,263,15.4,75.0,1339.72
58891,131,20.8,66.0,2496.23
13619,621,16.3,89.0,1637.53
32489,122,20.4,122.3,3560.54
122701,611,6.4,60.3,200.3
76339,202,6.9,59.0,221.67
54246,316,8.1,63.0,371.24
97134,950,11.4,62.0,537.77
110766,68,8.2,36.9,206.35
96377,105,8.5,38.0,195.3
35312,820,6.9,54.0,291.93
124540,131,13.0,81.4,1184.73
23025,833,18.8,86.0,3042.69
14616,611,13.8,80.0,1255.75
96124,950,17.4,95.5,1646.02
57700,110,8.3,57.0,346.95
70303,833,12.3,77.0,1254.45
28479,531,16.9,79.3,2012.44
93155,125,7.2,57.6,216.95
118353,121,10.3,75.0,810.46
106358,122,7.2,42.8,145.33
79404,316,18.1,100.0,3130.78
122328,121,17.8,88.0,2829.2
60828,128,16.3,50.0,1263.33
113028,111,7.5,55.0,289.3
134701,202,5.9,77.5,208.41
99737,621,15.4,103.0,1696.13
82431,42,14.0,80.6,1282.24
33858,111,7.1,49.0,225.55
128171,202,6.5,40.0,145.72
34203,800,8.0,44.0,309.02
54952,131,7.7,60.0,295.66
37556,222,7.3,51.0,228.64
23821,131,15.0,76.0,1478.64
132409,833,7.4,51.1,370.21
107502,122,19.2,64.5,1779.58
33181,531,2.2,32.5,12.63
980,318,9.1,62.5,645.03
65023,611,6.2,44.0,124.89
27170,837,14.0,103.5,1953.09
92698,94,11.4,62.8,560.37
43317,111,5.4,45.0,104.63
44680,111,11.3,69.0,860.23
100195,242,4.4,46.5,49.03
85614,122,11.2,58.0,535.44
25646,400,11.1,79.9,1085.02
31631,121,9.9,47.1,472.7
61575,128,11.1,57.0,673.43
12804,131,5.9,34.4,82.25
14894,400,5.9,64.0,247.4
72081,621,19.3,110.0,2767.0
16783,391,2.0,26.0,8.87
5314,531,17.4,71.0,3046.52
120218,98,24.1,96.8,3272.16
71149,491,1.6,16.0,5.63
113475,131,6.6,43.7,146.94
19007,131,10.8,91.5,914.61
113164,131,6.2,29.7,77.92
39273,111,5.5,42.0,100.43
10189,131,9.3,53.2,391.8
47983,110,10.2,49.0,459.11
51668,731,9.9,50.0,424.18
29216,111,9.3,58.2,486.92
82618,263,18.7,117.3,3036.92
1108,117,50.9,136.5,22635.0
317,125,13.7,66.0,876.49
74425,132,3.8,51.0,44.03
104995,111,5.4,59.0,146.99
22379,330,15.0,86.0,1184.62
118586,131,5.1,40.0,66.59
106184,15,25.8,83.0,3495.26
19454,404,12.0,68.6,1045.61
89,746,13.3,88.7,975.98
57621,833,13.8,62.0,1258.17
71912,837,5.7,46.0,144.7
66271,802,12.3,63.0,1047.97
31647,121,2.2,29.2,10.73
53995,901,6.6,37.0,159.59
122005,375,10.3,68.9,644.4
59240,121,14.2,66.0,1362.49
29962,400,15.9,89.7,2437.66
95624,105,4.4,40.0,41.8
23129,129,18.1,95.6,1948.62
55804,110,10.5,78.0,774.01
78974,122,20.4,63.0,1965.58
120839,131,13.0,87.5,1271.6
60590,131,19.4,100.0,3231.98
128223,131,5.4,53.1,113.21
111801,95,6.9,33.1,137.09
41439,653,1.0,14.0,1.55
134377,97,20.1,59.2,2047.82
55977,131,11.5,67.0,763.52
73219,132,4.1,31.0,52.98
29588,822,19.9,93.0,3639.1
11786,110,7.6,50.0,250.57
107980,15,13.9,62.5,770.45
7431,318,15.5,80.2,2557.81
121865,743,8.0,59.6,254.39
54591,400,5.7,46.0,153.77
98516,400,22.5,108.0,6539.56
49839,833,13.1,77.0,1404.72
68576,611,11.5,73.0,807.4
18576,111,13.8,80.0,1489.69
25763,731,20.4,90.1,2581.88
68545,131,11.1,85.0,898.61
104220,15,7.2,41.6,159.15
105243,111,7.9,61.0,361.81
107224,122,27.1,81.2,4775.29
74068,802,11.4,65.0,939.38
2685,97,11.0,54.0,572.41
77349,17,3.0,19.8,17.18
71821,621,11.7,87.0,869.17
47221,110,9.9,46.0,404.92
120855,131,9.0,70.2,484.0
102431,116,24.8,74.8,3400.78
114853,122,5.0,30.2,24.78
53211,131,13.6,78.0,1244.63
9093,837,6.9,58.0,295.82
61919,400,10.6,63.0,777.36
117646,431,3.0,21.4,27.62
107149,122,2.8,25.3,10.14
45737,694,12.5,68.0,889.04
17691,131,9.2,71.0,512.24
32660,122,13.5,73.8,967.94
85133,122,13.5,47.0,701.66
14889,400,11.6,88.0,1303.52
53771,110,11.8,64.0,807.13
123921,762,6.8,54.0,215.91
121528,812,14.2,87.2,1719.14
36316,111,4.3,39.0,54.69
91443,746,10.5,67.6,479.52
125485,131,8.5,56.1,341.08
110772,68,5.1,34.1,63.86
17210,111,10.8,60.0,683.0
91388,746,5.0,43.5,79.6
4818,371,15.8,85.0,2518.19
75471,316,7.5,56.0,287.54
96285,125,10.6,89.3,660.18
67677,131,16.6,99.0,2342.62
94213,802,10.3,56.3,622.25
84305,15,6.0,21.6,44.54
92164,110,12.1,78.8,690.23
62604,131,15.2,83.0,1654.08
106316,122,14.9,51.1,853.21
123105,131,12.6,76.0,1040.01
87565,746,4.7,37.6,62.93
70839,602,1.3,12.0,3.17
92105,68,8.8,27.6,245.9
115326,131,5.7,26.9,52.63
46166,762,1.3,16.0,2.92
75198,621,11.9,72.0,748.06
61884,131,8.7,55.0,351.25
5625,371,11.5,63.0,1087.81
2348,740,15.6,74.2,1587.36
68389,621,8.5,69.0,379.11
117183,202,12.2,82.5,1096.72
32394,762,1.9,25.0,7.4
137004,691,3.8,32.3,43.55
27078,126,12.3,61.0,849.74
12533,131,14.7,78.0,1455.88
114372,131,6.7,48.8,172.72
136067,202,13.4,97.5,1538.06
108342,122,16.6,75.7,1549.23
58690,131,12.1,73.5,927.26
115102,131,6.2,53.8,160.97
2298,12,7.4,58.0,223.63
88863,125,5.4,35.3,80.74
72127,832,9.0,72.0,642.25
124558,131,7.0,73.2,297.26
135114,202,6.8,59.8,236.28
101864,242,4.8,37.7,59.61
23209,611,9.4,71.6,534.21
26450,131,11.6,66.8,774.83
22898,837,12.8,70.3,1118.94
2609,375,7.8,73.5,437.29
94280,809,11.7,54.6,757.14
24153,110,10.0,83.1,746.66
109624,122,15.4,62.6,1109.07
115290,131,1.4,10.6,3.09
53460,621,11.7,74.0,744.68
54975,370,9.3,64.0,515.32
63873,802,6.8,58.0,364.33
48523,833,8.0,54.0,407.86
114707,108,2.7,20.7,16.98
690,125,11.3,67.6,581.86
83306,242,30.9,126.6,5992.88
46481,131,16.0,94.0,2069.13
48107,110,6.1,46.0,139.3
89738,375,8.0,58.0,313.24
75231,802,11.8,64.0,985.8
70771,132,6.5,60.0,237.5
62163,400,11.9,62.0,957.84
90856,105,6.1,61.5,132.75
109819,746,4.7,40.0,62.93
67064,833,11.7,79.0,1175.67
17496,121,13.3,76.4,1377.56
2165,833,6.3,48.0,233.62
56567,621,2.2,31.0,11.38
51856,131,19.7,95.0,3171.69
34453,121,7.8,57.0,343.07
133313,316,10.2,71.2,811.66
9420,202,23.2,109.5,4450.92
56730,832,12.6,56.0,940.59
90512,837,20.5,71.6,2705.16
38396,111,7.7,57.0,318.46
133893,12,13.6,80.5,974.44
69921,132,6.6,42.0,171.33
94105,746,9.8,52.1,378.46
60511,131,11.5,73.0,830.77
95458,129,2.0,19.4,6.97
78355,202,5.8,44.5,123.59
89182,125,13.1,77.1,857.36
107214,122,1.8,16.3,3.62
81826,541,10.3,72.3,836.56
31955,131,30.8,114.4,9284.37
135283,202,4.8,48.7,59.93
21569,802,12.6,87.1,1501.05
136773,131,9.5,68.3,526.32
36778,111,7.6,69.0,379.36
114594,125,13.9,72.0,1059.0
53650,110,8.6,67.0,441.09
103264,122,16.7,100.6,1981.16
