,SPCD,DO_BH,HT_TOT,TT_DW_CRM
14727,611,2.1,31.0,8.98
63360,131,7.7,44.0,212.05
63774,611,4.6,32.0,62.51
116304,544,6.3,58.1,235.72
70550,621,11.1,82.0,747.04
43449,316,13.1,64.0,898.21
2975,97,17.5,66.4,1510.85
49947,621,7.4,56.0,232.58
27439,806,10.9,76.0,1100.0
20408,110,15.1,60.8,1267.21
37794,121,4.2,47.0,51.65
17784,110,11.1,61.0,679.41
24171,110,14.8,92.0,1819.27
42324,111,13.0,63.0,1045.36
120301,242,22.2,96.2,2410.55
30510,802,19.5,88.0,3449.24
121253,827,15.8,86.3,2131.22
57568,621,28.0,94.0,4854.66
106422,122,12.0,64.5,684.9
57327,832,14.5,82.0,1778.51
67985,611,6.1,41.0,108.87
105704,131,7.6,69.5,335.77
84827,108,9.3,60.5,460.31
24337,110,7.6,58.6,296.03
14300,827,3.0,41.0,32.55
10835,131,6.2,44.5,128.92
30170,121,11.5,72.0,971.35
80070,125,5.0,45.3,74.77
22668,802,20.5,88.9,3833.24
34276,111,6.0,45.0,137.14
74834,806,9.3,57.0,614.35
40339,43,13.9,57.0,642.07
37346,121,13.3,75.0,1352.94
122730,131,17.3,83.0,2145.37
39896,111,5.8,58.0,171.02
45465,111,8.1,44.0,269.84
112773,111,3.2,25.0,26.66
27022,837,17.4,99.0,2832.52
34878,111,6.1,46.0,146.69
54674,832,8.4,43.0,332.3
21082,832,18.7,73.8,2601.88
58934,611,4.3,34.0,52.88
70025,802,12.6,75.0,1297.51
30423,110,16.8,65.8,1696.58
103884,81,12.1,56.0,449.21
117212,202,5.0,43.0,63.42
15686,740,1.7,21.0,5.65
11314,131,5.0,53.2,92.95
21222,121,12.7,72.4,1191.73
86763,122,27.6,126.0,6650.11
62902,820,7.7,39.0,256.33
6491,97,10.7,53.5,500.84
46324,110,6.4,31.0,98.81
51601,131,5.3,38.0,69.36
111986,110,4.6,31.6,54.26
51728,128,9.6,61.0,542.55
95197,105,4.3,35.4,39.54
64661,731,10.6,57.0,543.16
66242,611,13.1,77.0,1093.72
17815,110,10.1,72.0,660.3
12066,131,8.4,64.2,382.59
116458,544,1.2,21.1,2.77
113674,131,6.6,42.3,141.5
76807,202,10.8,73.1,705.71
116023,521,10.6,67.2,865.31
91255,375,9.9,66.9,531.84
78687,202,5.0,53.4,106.77
62277,400,19.8,120.0,4972.86
79695,651,12.7,100.0,1308.63
70279,802,6.5,56.0,328.37
129168,202,15.7,94.7,1847.04
66012,833,4.7,50.0,100.54
33305,108,5.4,37.6,73.73
60025,131,18.5,81.0,2397.79
45454,111,12.2,77.0,1119.44
70566,621,17.8,90.0,1953.61
12000,131,9.2,69.1,498.45
123628,131,5.2,46.9,87.5
57491,833,19.4,65.0,2468.55
102894,15,20.6,79.4,2196.2
106085,842,3.5,27.0,50.84
89984,743,12.3,70.4,662.25
39874,111,11.5,64.0,827.61
93494,318,21.1,73.0,2736.67
98180,762,11.3,83.1,956.33
75397,806,7.2,59.0,396.49
29296,460,14.4,80.4,1309.53
125315,20,16.6,100.6,1969.1
2591,375,9.8,73.5,725.93
98298,832,8.8,73.0,608.7
129769,202,8.1,76.0,451.15
49042,131,6.0,30.0,71.9
65273,132,8.7,39.0,280.98
38066,121,8.0,64.0,410.59
56164,802,16.1,84.0,2291.05
106298,122,19.5,80.5,2273.17
37032,121,15.7,76.3,1917.3
74104,832,11.5,84.0,1180.33
82181,42,22.1,116.8,4149.1
50742,400,1.4,19.0,4.95
8838,318,19.0,80.9,3791.49
103786,20,11.9,62.2,616.43
81904,42,7.2,43.0,191.08
12080,131,6.1,51.4,146.89
97426,950,16.0,76.0,1180.72
65761,131,18.0,80.0,2242.37
127433,131,7.3,37.2,155.63
66588,110,6.4,51.0,174.8
7168,371,20.3,76.3,3898.2
117965,121,4.2,38.4,51.65
112171,110,1.2,12.6,2.15
89159,125,10.6,49.4,385.07
92976,125,7.1,35.4,149.93
81155,375,8.0,54.7,334.81
29650,970,14.2,76.3,1385.84
108653,122,40.0,119.5,15144.91
25857,827,14.9,84.7,1881.17
28588,460,8.1,54.8,315.58
24645,621,14.4,93.0,1355.97
21136,121,10.5,69.5,781.42
66654,316,14.1,77.0,1222.5
71704,110,10.5,67.0,665.42
18122,131,15.1,88.4,1735.41
81946,42,4.1,26.2,28.78
52886,611,13.0,80.0,1119.94
128584,202,19.8,110.4,3302.75
109520,131,8.0,37.2,192.89
56933,318,9.9,51.0,531.03
118608,812,5.2,32.0,88.48
108901,111,6.4,48.0,173.16
84375,202,13.5,69.0,1213.75
51471,131,14.0,82.0,1385.41
35711,111,3.7,22.0,37.95
115097,131,8.1,55.4,303.35
33804,375,5.7,42.1,147.81
108121,202,28.1,97.5,5582.23
36588,611,7.5,65.0,305.62
94618,129,12.6,66.5,776.52
113762,131,6.5,49.8,164.64
105849,400,9.2,69.7,655.89
85121,122,16.1,58.0,1221.69
70725,110,8.3,45.0,271.75
88344,12,7.2,37.5,127.91
22249,901,8.4,68.0,467.69
17201,111,5.7,45.0,120.49
33002,316,28.4,96.5,5859.4
124075,131,7.2,65.1,278.68
42121,800,1.4,13.0,6.06
14792,831,3.3,32.0,41.02
108418,122,16.0,50.3,971.02
37663,107,3.2,20.0,28.97
27409,802,15.7,72.1,1882.98
117099,202,7.3,45.9,213.33
26776,531,16.3,71.3,1705.74
58691,131,15.2,76.2,1522.51
25715,611,12.0,101.5,1221.5
53344,837,8.1,51.0,332.96
20040,110,8.4,66.8,418.71
19591,544,15.0,83.7,1727.81
84974,202,9.6,58.0,507.27
92946,125,6.0,37.4,102.53
48358,131,12.0,64.0,796.1
122935,261,12.6,61.6,704.13
124739,316,12.1,84.6,1206.03
50001,131,11.9,69.0,842.54
87026,263,1.1,23.0,1.68
66447,621,7.4,62.0,259.34
125209,202,10.3,62.2,597.99
45745,110,8.6,50.0,326.98
121470,131,6.1,60.8,178.29
5874,531,14.6,69.3,2114.97
92486,837,26.0,56.7,5363.29
135052,202,7.1,60.9,267.37
11737,110,5.4,31.0,62.51
87602,93,8.5,56.1,260.06
42303,820,14.0,66.0,1305.55
115781,746,8.8,70.8,355.21
91162,375,7.0,65.4,255.66
128200,202,10.3,57.0,516.64
15509,611,15.1,62.0,1157.97
43865,611,6.0,46.0,122.25
27457,833,5.5,49.0,189.9
114137,131,8.8,42.8,277.43
100071,122,1.8,16.6,3.62
114597,125,14.1,73.0,1102.8
31360,122,5.7,28.0,64.5
126421,131,13.1,80.4,1188.72
66298,68,10.3,26.0,246.96
113310,131,5.3,42.0,79.58
24908,261,11.8,70.6,660.8
109713,202,20.9,105.6,3641.59
124146,131,10.1,78.7,687.38
50957,131,13.7,79.0,1278.94
44421,128,6.6,47.0,179.64
99206,316,12.8,75.6,1268.13
72531,837,10.9,75.0,878.42
54972,316,10.1,57.0,503.7
59448,131,12.8,68.0,963.12
48595,833,18.9,96.0,3417.5
6743,531,14.1,67.5,1939.63
74620,400,5.4,48.0,143.26
47981,110,11.8,66.0,831.92
11987,131,10.2,69.2,617.02
121990,125,10.1,50.4,355.71
42835,611,11.0,68.0,689.82
5178,531,20.1,87.1,4685.39
62905,827,7.4,62.0,394.93
4059,97,10.0,45.0,419.44
1582,131,4.5,26.0,51.44
37466,111,8.0,54.0,326.73
12544,131,11.5,59.7,681.71
76582,202,9.2,78.1,550.85
44240,111,4.1,33.0,48.71
89371,316,5.8,54.1,119.21
106398,122,20.2,96.4,2906.07
62587,131,10.0,58.1,497.75
120770,802,17.5,108.5,3445.67
109693,122,13.5,47.8,654.79
88253,837,28.6,86.0,6629.07
72235,693,1.1,15.0,2.04
122412,611,6.3,45.8,136.91
6334,371,14.5,74.0,1947.93
15199,837,17.7,84.0,2488.58
66127,131,15.8,84.0,1808.83
75278,316,8.2,56.0,337.91
64497,833,21.4,99.0,4455.11
106877,122,12.7,53.4,642.16
84530,740,10.8,50.7,425.67
19152,837,21.0,93.2,3835.33
84426,740,10.9,75.7,653.74
98958,802,6.7,59.2,300.17
108647,122,36.1,123.5,12731.41
2788,531,13.7,71.8,1906.01
62328,813,14.4,108.0,2519.61
50766,611,6.7,52.0,185.21
36718,111,10.1,57.0,565.54
114798,202,6.8,45.9,186.05
36765,111,5.5,60.0,156.82
12948,742,4.7,48.0,62.93
6452,97,7.3,60.5,231.97
73491,132,7.1,44.0,208.64
118578,131,7.0,49.4,193.74
5832,531,12.7,82.9,1842.55
20205,110,11.7,59.4,737.17
126154,131,4.7,37.2,57.16
104673,116,17.7,55.1,1257.37
84254,202,11.0,55.3,643.14
15902,812,10.2,74.0,791.48
11846,110,3.4,34.0,26.08
24237,131,13.4,65.4,1017.57
62621,131,6.9,51.0,194.22
82105,263,5.2,40.0,93.07
73621,837,6.9,59.0,283.84
69292,110,7.2,46.0,203.53
134977,202,20.7,151.4,5074.63
81797,531,11.0,67.9,1087.28
59731,131,5.5,34.3,67.0
72634,132,3.8,26.0,44.03
126172,131,3.9,37.5,36.36
98617,837,7.9,63.4,491.6
28518,110,21.8,102.0,4367.7
135962,202,3.8,38.0,34.08
21744,832,16.9,81.4,2360.3
66693,621,5.5,44.0,95.76
24258,611,8.1,61.2,334.6
81509,837,15.5,82.5,1558.31
44419,128,5.9,40.0,115.49
116523,611,24.6,121.7,5803.39
12925,131,6.1,35.9,95.11
34375,555,7.5,57.0,325.68
109020,202,28.4,111.0,6416.12
77854,93,12.8,48.3,528.57
44062,800,1.1,11.0,3.38
20371,110,12.1,68.8,911.98
100806,242,3.3,30.5,25.71
96890,371,18.1,82.4,2690.23
43738,653,2.5,27.0,14.58
110237,742,20.0,93.7,2237.33
69455,621,11.9,69.0,718.42
87928,746,6.5,41.1,127.34
65574,999,3.8,26.0,43.51
126449,19,4.2,22.2,39.23
58459,400,6.3,41.0,167.35
79853,832,7.0,46.8,307.02
34978,820,5.8,40.0,151.29
63780,802,4.2,43.0,72.78
16574,731,8.5,56.0,361.14
67773,591,6.8,38.0,196.95
133255,531,3.2,35.6,31.19
87107,105,1.7,13.0,4.28
59842,121,9.6,57.0,535.94
114665,125,15.9,63.0,1273.39
129731,202,14.3,96.0,1702.45
67715,131,11.4,62.0,694.96
27607,121,15.7,65.3,1649.53
30023,693,9.0,69.0,479.66
103277,122,21.7,100.0,3428.28
130857,129,6.9,49.2,139.35
105991,819,4.2,27.0,79.18
56236,110,9.1,37.0,271.57
31255,15,19.8,83.0,2115.78
107672,202,18.4,91.0,2431.57
124149,611,6.1,29.2,65.29
85860,202,12.3,53.0,653.2
85475,15,25.5,92.0,4096.95
80463,94,12.3,68.0,747.63
88925,125,9.1,53.8,327.53
87543,93,15.2,59.0,900.59
54276,611,13.3,80.0,1169.98
135951,202,18.1,141.6,3771.85
27469,833,14.1,82.3,1710.19
41933,800,2.2,26.0,18.16
50458,694,1.1,13.0,2.04
74937,802,14.8,73.0,1705.67
130252,115,9.8,53.0,432.62
107166,122,2.1,25.0,5.16
60350,611,2.3,31.0,11.24
136612,131,10.0,73.4,628.35
135966,202,4.6,36.5,54.06
74819,621,6.0,75.0,211.99
63585,68,6.2,33.2,132.11
51240,825,11.9,68.0,1081.59
86147,122,6.8,27.0,83.84
127001,263,13.4,101.0,1388.08
109299,202,23.0,101.9,4040.35
99127,833,21.1,81.8,3875.72
129691,202,3.9,40.0,36.28
128114,131,8.8,40.5,261.87
88824,105,11.3,55.9,465.25
6573,97,8.7,54.5,330.58
106957,122,18.4,57.3,1458.25
81513,837,14.2,53.2,1255.84
25967,970,11.4,79.2,949.51
46256,400,4.3,45.0,74.53
54352,110,9.4,61.0,482.4
35095,111,11.0,58.0,685.74
45063,111,3.4,40.0,30.9
87048,121,2.8,29.2,19.27
113241,131,4.7,27.0,57.16
97796,202,29.4,167.3,10973.49
65645,316,19.4,65.0,1882.99
115314,131,1.3,8.9,2.6
48140,694,9.2,33.0,241.06
78995,119,14.8,57.8,786.91
34246,111,12.4,69.0,1038.49
55507,131,8.4,72.0,430.8
86447,93,15.8,75.0,1223.81
30874,131,22.0,86.5,3616.66
71593,802,17.4,71.0,2253.05
57663,901,7.9,62.0,380.34
126775,129,14.1,78.0,989.69
136544,400,8.8,70.0,637.62
55583,611,10.3,51.0,447.26
97315,950,14.9,69.2,956.76
92549,12,9.2,56.1,286.47
123942,131,13.5,88.7,1390.31
117913,952,11.8,75.5,623.78
109130,202,21.9,82.4,2922.1
57216,129,6.1,45.0,119.98
55622,802,6.5,50.0,296.49
125226,15,12.1,82.4,805.49
582,125,9.2,77.3,454.78
65753,131,12.5,82.0,1102.52
73001,806,7.1,40.0,259.51
31646,121,2.0,14.2,8.52
25248,316,12.5,83.6,1062.08
50895,131,6.5,42.0,135.22
47224,110,11.0,53.0,580.45
16113,802,4.1,45.0,68.64
109363,202,32.5,132.1,9877.21
85022,202,11.6,49.0,638.82
121593,94,13.1,77.8,859.98
115679,746,8.5,58.3,292.62
97442,950,18.7,78.0,1608.69
120796,131,9.0,52.4,360.17
58963,694,16.4,57.0,1224.51
41415,555,6.5,43.0,187.63
73017,832,8.1,54.0,392.21
107479,15,17.8,92.0,1988.57
115306,131,1.7,10.7,4.91
125250,15,13.7,65.9,830.66
47807,115,15.5,59.0,1175.82
67884,802,6.7,54.0,333.38
4981,371,18.7,76.0,3318.86
111150,375,9.6,62.4,648.44
80397,12,8.3,57.7,248.53
79590,531,14.1,93.0,2336.5
97350,371,11.3,72.0,783.65
62560,111,5.8,31.5,79.15
88767,105,9.4,53.1,325.02
52395,131,13.0,72.0,1050.86
100388,375,3.1,42.5,34.31
61007,400,11.4,55.0,778.44
110141,972,18.6,97.0,1874.55
7969,371,18.6,76.9,3302.91
20068,400,7.7,65.4,433.31
14252,316,1.0,22.0,2.33
9245,351,3.9,53.8,43.67
83687,263,20.9,86.0,2757.82
123815,131,5.3,45.2,87.76
107837,15,20.7,93.0,2500.77
21967,121,10.6,55.5,638.43
127145,131,6.8,40.7,145.45
20513,400,15.1,81.4,2002.19
22110,621,31.3,118.6,7556.1
25677,611,9.8,87.1,711.94
111246,746,5.8,47.9,124.82
27894,121,9.3,63.3,557.54
27691,131,14.2,59.8,1049.69
132480,621,5.3,37.6,73.2
82451,42,10.3,75.2,687.37
4639,318,11.2,78.8,1320.18
93325,316,8.5,63.7,370.75
120874,131,13.8,95.2,1557.16
108166,202,29.0,117.5,7101.99
97034,371,12.1,83.0,1220.34
20748,110,9.4,63.7,503.9
87433,18,14.7,19.4,313.08
38040,111,10.4,57.0,600.69
28312,111,13.5,80.2,1428.77
133349,318,5.3,39.7,111.52
121693,125,11.0,50.3,440.85
80319,746,11.4,66.3,581.02
124605,110,7.0,41.0,168.53
90310,804,17.9,80.2,2404.47
88973,125,5.1,33.5,68.1
116798,121,6.0,67.1,227.79
1790,131,9.1,47.9,336.66
117155,202,7.8,55.1,299.18
49676,832,12.9,60.0,1051.46
53584,110,12.6,49.0,711.08
136821,131,6.1,42.0,115.49
95101,95,3.2,35.4,23.55
55166,311,2.2,30.0,16.18
33764,95,10.2,59.2,448.77
133045,746,14.1,76.1,1204.14
52830,128,8.2,43.0,263.43
125861,131,3.7,29.7,32.0
38460,121,9.7,66.0,632.85
124905,125,20.9,61.4,1667.89
32182,110,6.0,49.8,146.73
55577,611,10.0,49.0,403.62
81378,802,11.0,65.8,699.0
126297,131,17.8,90.2,2461.75
8169,371,25.8,83.9,6669.12
28193,110,12.5,100.0,1407.05
7864,371,16.8,82.2,2788.45
65320,131,11.7,84.0,987.86
124847,129,9.2,71.8,361.21
3803,12,7.1,47.0,165.21
68572,611,23.8,80.0,3600.53
54531,837,7.4,43.0,231.2
56222,110,10.4,62.0,604.06
52424,131,4.9,41.0,63.24
92208,110,10.6,64.5,487.23
88265,12,10.2,52.8,357.11
54243,316,16.4,67.0,1415.18
82875,42,19.6,91.9,2638.18
87970,122,6.1,39.9,82.43
87693,15,4.4,21.0,43.99
44704,111,11.5,72.0,929.7
21362,611,12.3,64.0,804.38
40974,800,8.1,21.0,146.2
9454,95,2.6,17.2,14.62
40044,121,12.6,69.0,1119.22
72962,802,8.7,56.0,531.47
59861,121,10.3,65.0,703.71
20284,833,18.2,87.8,2920.37
80465,94,6.3,44.4,129.06
4731,371,21.0,75.2,4141.6
44495,111,7.1,43.0,194.91
9059,837,4.3,41.0,78.03
29557,822,27.7,97.0,7166.26
85386,202,24.8,87.0,3899.53
57005,802,5.2,37.0,165.02
97810,202,24.0,134.5,6091.72
114847,122,7.9,46.6,199.43
110844,110,9.6,52.9,375.04
131857,125,11.8,54.3,565.65
65145,621,17.0,100.0,1983.86
97336,950,19.5,78.0,1736.32
43965,111,4.2,27.0,51.65
16895,701,1.5,23.0,4.36
68328,110,10.1,57.0,522.99
23911,111,13.8,90.0,1671.98
136671,131,8.4,67.8,404.84
18418,131,9.8,84.0,689.91
96602,129,22.0,102.0,2964.78
98360,802,14.5,77.8,1760.62
25327,110,6.8,50.4,197.77
63117,131,8.9,56.0,375.68
79047,119,14.5,112.0,1689.25
97536,105,8.5,43.0,219.23
64123,802,6.4,37.0,222.16
88826,105,11.5,51.6,468.4
24040,653,14.9,82.3,1318.2
121341,131,9.8,62.0,509.35
61955,800,1.7,11.0,9.71
102947,202,6.2,49.5,188.12
134763,202,11.9,100.0,1269.46
41324,111,12.4,48.0,728.0
130380,132,5.8,45.0,121.88
39631,43,14.0,85.0,921.34
77651,122,5.7,25.3,50.22
1784,131,7.7,41.3,197.94
105933,131,3.3,26.2,24.26
28135,131,16.0,80.9,1788.8
16930,621,5.5,50.0,111.84
54668,806,5.4,50.0,196.88
101052,263,2.2,16.1,8.82
20944,131,17.9,61.4,1721.08
104661,15,7.3,21.5,100.15
15661,740,2.1,23.0,9.29
108159,202,10.0,59.0,441.11
104528,15,7.3,37.5,150.21
2258,403,2.8,28.0,26.32
124775,621,13.9,66.5,1146.2
19135,131,7.9,37.3,187.91
29166,110,7.5,63.4,312.48
90096,746,5.6,39.5,109.32
119022,131,7.7,65.2,322.83
41859,111,11.0,53.0,627.23
86228,15,9.3,61.0,419.4
70444,762,1.8,23.0,6.48
107825,15,11.4,56.0,466.43
18662,131,16.4,82.0,1904.56
75847,540,20.0,97.0,3312.99
63364,131,9.3,63.0,464.46
94954,95,4.1,32.8,41.72
115736,746,13.9,84.8,1001.63
99674,211,17.4,121.0,1942.47
112001,131,4.0,43.6,38.66
44060,800,1.4,8.0,6.06
27187,261,8.7,61.2,313.44
20933,131,9.0,76.6,528.52
93914,743,7.2,62.3,233.67
52917,68,11.3,46.0,502.14
89324,316,6.4,37.5,156.19
29138,812,13.5,83.3,1494.52
3049,97,10.0,46.0,406.43
133031,43,10.8,54.1,369.08
11286,131,5.5,57.0,129.25
32271,110,11.4,55.5,653.8
1315,131,1.9,12.3,6.41
59848,121,8.3,61.0,422.42
71598,802,8.3,55.0,482.34
112661,111,8.7,46.0,331.14
66970,132,6.0,41.0,137.07
27107,621,19.1,111.0,2736.79
133392,552,9.4,73.9,709.69
97106,950,11.6,97.0,699.66
119677,621,15.9,90.4,1586.82
74479,826,15.2,59.0,1444.36
64234,131,2.9,21.0,17.75
131172,531,7.9,65.8,430.55
61278,131,11.6,72.0,834.1
56296,621,14.4,100.0,1454.56
93942,743,12.9,78.9,829.64
133066,261,26.6,86.2,3971.12
80590,125,10.9,77.0,637.65
91847,951,12.8,81.2,719.2
118144,211,4.4,25.3,30.7
26697,316,10.6,57.0,550.82
25961,970,12.4,77.8,1092.88
22922,126,15.4,79.5,1688.99
60443,121,7.0,48.3,223.37
11925,131,8.5,58.0,353.1
19776,693,17.6,71.8,1679.95
114626,125,17.0,66.0,1501.55
16638,611,1.0,17.0,1.48
632,95,8.3,57.3,298.19
14985,316,1.4,22.0,5.02
36878,121,3.6,27.0,35.5
46682,131,10.0,80.0,684.68
11402,131,5.8,27.5,57.48
65006,833,14.7,75.0,1689.43
58079,832,21.9,72.0,3441.21
131497,693,7.6,43.0,194.59
98013,211,19.0,115.2,2211.58
72500,802,10.7,65.0,879.34
123605,131,12.9,77.1,1106.1
68088,611,9.7,73.0,580.01
25326,833,18.2,94.6,3138.27
31311,15,14.7,78.0,1113.66
82645,263,17.5,149.3,3513.49
82211,42,23.0,126.8,4836.76
45868,111,6.5,39.0,140.83
21371,621,20.5,99.9,2826.32
96024,125,9.3,60.9,373.75
97221,950,17.6,98.0,1678.94
113739,131,3.6,25.0,29.95
120473,131,7.0,54.9,217.66
128392,122,10.1,64.3,466.4
6418,97,7.2,49.5,209.96
15984,540,1.4,22.0,4.06
28416,111,8.3,73.0,485.02
107225,122,27.2,89.3,5273.76
85994,93,12.7,96.0,1047.14
2324,375,9.5,74.5,658.27
86051,122,29.0,114.0,6116.91
71297,132,9.7,45.0,402.3
39699,111,7.5,57.0,300.65
46731,131,4.4,29.0,48.71
135082,202,7.1,74.0,325.95
86530,122,4.1,41.0,25.13
81959,42,1.1,9.2,1.76
81367,802,8.5,55.1,373.63
9975,111,7.5,53.0,277.95
33672,93,17.1,73.6,1463.79
32354,621,5.5,52.0,111.05
54385,131,6.9,61.0,236.52
89141,125,9.6,59.8,385.9
126424,131,18.4,95.4,2777.47
15692,740,1.3,21.0,3.02
14038,611,7.3,54.0,233.64
122897,837,14.7,68.9,1367.69
5601,371,32.0,84.4,10197.42
120122,621,16.8,112.2,2169.8
56946,400,6.3,40.0,162.31
31442,202,5.6,32.3,73.05
15006,370,14.1,72.0,1212.81
76774,202,16.8,97.8,2161.15
79799,802,16.4,71.3,2090.41
119160,68,4.5,18.2,46.72
103502,81,10.2,61.6,342.95
129260,202,7.1,47.7,192.26
69267,110,6.6,36.0,126.93
62531,970,14.3,67.0,1234.76
91182,375,9.0,65.8,454.99
70812,132,2.7,28.0,19.16
101526,747,1.6,17.2,2.9
125006,951,7.6,61.4,185.82
54608,621,16.7,82.0,1583.5
76346,202,22.4,112.5,4218.47
70222,131,4.1,35.0,41.04
106090,842,5.1,31.0,96.03
81419,806,15.0,83.0,1614.81
110067,742,17.6,74.0,1635.07
49443,802,8.3,53.0,466.03
18387,131,8.5,68.0,416.35
34050,107,7.4,65.0,358.48
4568,318,12.1,86.3,1627.8
132287,371,3.6,27.8,48.59
69935,132,9.6,48.0,418.14
41890,400,18.5,80.0,2915.48
33212,125,24.4,83.0,3102.31
112218,129,3.7,25.4,30.72
206,125,11.7,68.4,651.92
21132,111,11.3,76.5,952.72
8926,318,17.0,80.5,3083.04
21194,110,10.9,64.5,691.71
8995,531,13.5,65.6,1748.79
41217,121,9.6,50.0,470.77
55409,110,14.1,76.0,1369.75
36341,111,7.6,66.0,361.9
80835,743,8.8,65.5,327.04
114227,131,8.3,50.5,290.21
69813,806,8.7,58.0,552.36
108466,15,13.3,39.5,576.08
122088,813,21.7,102.9,5158.77
124001,131,12.1,65.7,830.72
3329,375,11.2,73.0,1047.83
75560,123,6.2,39.0,170.86
43321,111,4.9,44.0,75.15
77752,122,17.1,66.7,1303.34
120786,813,14.4,86.3,2035.48
89950,743,9.9,73.7,450.55
25359,129,8.1,51.3,236.22
66636,131,6.0,40.0,104.27
91934,68,8.1,32.8,200.16
7266,371,25.3,66.4,5508.98
125464,131,8.2,47.3,263.74
71971,400,1.9,16.0,10.31
37413,820,9.2,57.0,530.61
135187,202,12.7,91.7,1312.54
13941,540,10.6,87.0,915.13
121110,131,18.3,100.6,2892.24
114658,125,5.0,28.0,62.6
161,375,16.7,71.0,1728.61
34552,111,7.4,46.0,231.09
42554,131,8.0,62.0,332.4
133231,70,12.3,46.9,663.43
68443,837,16.4,84.0,2148.74
20130,693,13.5,87.9,1248.17
104011,202,16.2,111.0,2519.03
58716,111,15.0,78.1,1720.68
103367,20,17.9,87.4,1858.48
70983,832,13.5,67.0,1275.53
14109,471,1.0,17.0,1.62
1498,131,18.4,91.0,2653.52
32923,12,1.0,9.9,1.28
65102,131,5.4,46.0,94.41
28574,131,17.9,82.2,2276.1
99984,621,8.5,66.0,362.01
16441,806,9.8,64.0,760.32
46749,400,13.6,57.0,1141.63
6947,318,8.0,59.0,502.79
73943,999,5.5,30.0,80.41
98947,621,10.0,70.8,643.29
118426,121,13.9,86.0,1688.75
9602,121,5.4,24.3,39.6
30555,837,20.0,93.4,3497.39
21161,121,9.9,75.5,753.38
58699,611,1.7,21.0,5.34
18684,131,20.4,102.0,3643.21
78078,122,15.6,65.0,1066.24
87682,202,17.0,54.3,1276.0
104252,122,10.3,38.5,284.18
7964,371,23.5,85.8,5603.84
85790,202,26.0,98.0,4782.79
18490,121,11.6,58.0,799.97
61642,131,15.9,70.0,1535.99
14765,802,1.7,25.0,8.14
108252,122,10.0,56.5,410.19
40518,742,15.3,87.0,1374.14
76142,833,11.7,64.0,965.54
88412,95,6.2,35.0,112.81
30724,802,18.4,84.8,2978.22
94085,746,8.9,72.5,383.29
36009,111,9.1,75.0,601.41
25767,731,14.6,100.2,1556.77
43458,820,5.5,36.0,120.69
115408,110,9.4,73.5,581.92
115611,746,5.6,66.0,141.2
49197,131,8.1,55.0,301.05
81566,12,13.9,68.6,912.63
3395,97,13.5,55.0,825.93
14875,832,6.4,52.0,240.06
121471,131,6.0,48.9,133.08
133261,541,6.2,59.0,256.0
125146,15,20.8,108.4,3015.03
55161,110,8.6,55.0,360.54
110542,110,13.7,66.9,954.81
57139,318,13.3,72.3,1277.7
54824,835,11.2,40.0,571.71
37392,812,5.1,40.0,110.4
16232,621,5.8,60.0,154.49
70694,837,7.5,56.0,316.15
11010,131,5.0,47.1,79.0
81910,42,10.3,47.0,429.08
71914,837,27.5,75.0,5240.14
21928,121,16.4,62.3,1720.8
96471,105,11.9,57.0,509.66
104116,81,6.5,16.9,59.69
126815,19,5.7,26.8,49.38
132256,241,14.3,51.9,647.14
77501,202,10.1,58.2,510.59
38332,800,3.7,23.0,64.29
62838,611,7.2,57.0,241.57
81750,371,12.4,55.0,1019.69
44960,694,19.0,79.0,2181.57
51117,128,9.8,63.0,581.62
103593,122,9.0,44.3,238.11
39902,111,5.3,52.0,119.96
125094,318,6.3,55.7,239.76
5707,371,8.4,56.5,465.39
86167,122,12.3,57.0,592.32
30282,693,11.9,75.2,856.71
77873,108,8.0,75.1,391.0
41820,820,7.5,53.0,335.14
40625,111,5.5,30.0,62.83
116117,822,2.7,28.7,23.45
5658,371,10.2,66.0,883.0
28916,115,15.8,94.2,1898.97
111358,972,3.5,33.8,33.54
42009,111,5.3,55.0,128.72
117993,121,6.0,34.8,100.64
72942,602,13.7,50.0,720.81
32856,318,13.1,70.9,1473.92
87413,18,9.6,54.7,326.44
88653,105,6.7,38.2,145.01
77669,202,5.2,45.5,99.68
97527,105,9.0,55.0,305.73
91308,741,11.2,59.4,473.45
4229,375,7.1,53.0,323.63
18775,222,11.7,61.0,647.88
26621,110,10.8,55.6,585.97
79684,651,20.3,108.0,3491.4
129296,202,16.2,79.7,1643.54
10151,131,5.8,41.0,98.44
18078,131,12.5,75.0,1010.19
88527,105,9.0,55.4,321.51
116672,15,6.3,37.8,113.72
64845,131,10.0,68.5,586.52
132552,621,12.3,105.9,1274.13
110574,837,13.0,71.5,1009.95
25868,827,13.4,81.2,1493.26
59008,831,9.7,58.0,571.03
117447,202,10.0,63.6,578.28
88494,105,6.9,61.8,213.08
128831,202,6.7,45.6,159.97
103708,15,7.0,34.9,130.79
131698,544,13.8,46.3,1110.27
100312,19,3.1,22.9,18.61
39098,131,11.0,54.0,563.74
110263,742,35.3,120.1,8384.56
77344,15,17.1,90.6,1948.52
36305,111,6.4,47.0,168.97
20248,802,21.0,82.6,3736.73
112625,111,9.3,55.0,459.91
33070,241,19.8,53.4,1234.41
5966,375,6.2,69.5,224.78
107666,202,12.1,65.0,758.58
60569,131,6.6,49.0,167.53
133841,94,7.6,29.5,146.32
54762,531,13.8,59.0,1065.5
