SPCD,DO_BH,HT_TOT,TT_DW_CRM
221,7.1,42,201.05
221,11.3,74,764.87
221,13.1,67,914.76
221,13.2,78,1060.47
221,10.5,70,641.24
221,15.4,83,1493.24
221,8,55,319.91
221,6,59,200.51
221,13.2,65,903.29
221,8.1,50,300.15
221,5.9,46,155.88
221,6.2,35,134.43
221,7.5,54,278.85
221,11,72,712.38
221,8.1,66,387.54
221,8.7,58,393.48
316,4.6,44,81.98
316,4.4,44,73.81
316,7.5,52,267.21
316,8.3,64,394.09
316,6,48,165.53
316,16.1,74,1503.08
316,10.7,70,685.56
531,14.5,88,1680.04
531,23.2,87,3971.12
531,8.2,43,300.14
591,3.3,25,33.87
591,5.9,34,135.22
611,11.7,75,857.67
611,14.6,85,1486.49
611,14.7,85,1506.08
611,14.2,99,1641.43
611,10.8,80,787.01
611,11.8,75,871.77
611,11,78,793.1
611,4.7,36,65.93
621,12.8,78,921.76
621,16,82,1461.35
621,17.3,90.1,1853.36
621,4.1,38,53.22
621,13.5,80,1041.19
621,15.6,92,1557.48
621,4.8,45,78.69
621,4.5,44,67.05
621,13.8,85,1149.22
621,11.2,74,688.47
621,12.6,76,873.69
621,14.2,88,1252.68
621,16.2,94,1706.62
621,12.5,72,817.82
621,10.5,80,659.82
621,14.1,86,1209.32
621,14.9,92,1429.72
621,2.4,32,14.11
621,11,73,658.08
621,11.7,89,888.32
621,11.9,85,876.5
621,19.4,106,2695.39
621,14,83,1153.43
693,6.5,51,193.8
694,12.3,72,910.93
802,8.9,58,571.11
802,13.6,84,1669.61
802,4.7,43,95.65
802,12.2,74,1206.62
802,11.4,75,1079.21
802,7.8,58,456.4
802,6.2,49,270.63
812,18.6,79,2606.4
827,12.9,77,1328.18
827,18,71,2252.88
827,10,71,790.55
831,19.4,69,2562.66
833,3,33,33.78
834,6.4,59,289.53
834,10.6,71,891.9
835,8.3,61,487.21
835,7.2,48,290.12
837,9.8,71,678.32
837,11.1,69,835.9
837,12.8,72,1145.99
837,7.5,52,291.98
43,11.6,51,423.31
43,10.3,51,344.97
43,8.7,49,249.18
43,7.5,46,178.38
43,6.3,34,100.29
43,6.5,39,118.99
43,11.4,52,417.12
43,13.6,54,589.54
43,8.8,53,273.18
43,6.5,33,103.46
128,8,56,328.29
128,8.9,58,425.5
128,11.5,64,803.46
128,10.5,75,782.24
128,9.8,74,676.33
128,8.4,52,337.26
128,9.9,70,654.52
128,9.4,75,632.32
128,9.2,50,416.42
128,8.1,46,275.11
128,8,64,376.64
128,7.2,39,178.42
128,8.7,46,320.51
128,7,39,167.4
128,8.6,46,312.72
128,10.3,51,526.12
128,8.7,58,405.81
128,8.6,44,298.82
128,9,41,333.73
128,7.8,37,201.79
128,11.8,65,856.97
128,12.1,57,795.92
128,7.6,65,343.71
128,8,49,285.98
128,7.6,68,360.13
128,6.2,47,155.92
128,7.6,42,217.8
128,7.4,66,330.15
128,9.4,69,584.68
128,7.8,69,385.97
128,10.5,53,565.61
128,9.7,45,418.37
128,6.1,38,117.91
128,7.7,62,336.43
128,7.3,68,330.95
128,9.5,73,629.06
128,7.5,67,344.94
128,7.4,44,215.75
128,8,41,237.63
128,7.9,68,390.45
131,11.4,86,959.39
131,16.5,83,1950.71
131,5.7,33,70.53
131,13.9,82,1365.56
131,4.5,28,51.44
131,16.5,83,1950.71
131,3.6,17,29.95
131,14,71,1204.28
131,12.6,68,932.83
131,3.2,31,22.52
131,3.3,17,24.26
131,3.2,35,22.52
131,15.3,83,1676.03
131,16.1,85,1900.17
131,16.4,71,1657.46
131,12.3,68,888.29
131,3.3,36,24.26
131,12.9,67,964.42
131,10.4,66,612.55
131,10.4,57,529.64
131,10.6,58,560.44
131,14.4,70,1257.43
131,10.3,68,618.62
316,3.9,36,55.53
611,7.2,45,182.56
611,5,40,58.83
611,4.1,36,47
611,3.4,33,29.56
611,5.5,45,94.65
128,16,66,1577.1
128,10,68,649.37
128,11.5,52,662.37
128,14.6,79,1561.16
128,11.9,68,908.84
128,13.1,83,1323.33
128,12.4,65,943.71
128,11.8,69,906.43
128,13.2,74,1204.59
128,10.1,68,661.91
128,11.8,71,931.15
128,11.5,71,885.76
128,12.3,69,982.58
128,12.2,74,1033.08
128,13.4,67,1129.53
128,11.4,62,766.86
316,12.6,63,825.3
316,12,67,801.26
316,12.3,68,849.04
611,13.4,77,1142.27
611,12.4,102,1306.42
611,13.3,69,1008.63
611,15.2,75,1417.64
611,12.3,66,829.75
611,11.7,90,1031.19
691,7,42,186.84
691,11.3,79,847.38
691,7.4,51,253.54
691,12.8,77,1022.06
691,11.3,78,837.85
691,9.5,56,444.7
691,6.3,41,149.1
691,7.6,54,282.54
691,8.3,51,314.24
691,12.9,79,1060.14
691,5.3,34,86.73
691,7.1,48,220.43
691,6.8,58,247.34
691,8.9,54,379.42
691,19.4,76,2123.57
691,7.8,57,313.36
691,7.1,52,239.42
691,9.7,64,528.62
691,12,77,915.84
691,8.5,52,335.1
691,10.2,69,626.05
691,6,46,153.58
693,11.1,67,679.53
693,13.3,58,819.32
693,12.2,66,792.1
693,10.4,62,564.04
694,3.8,30,43.55
812,5.2,41,118.17
820,21.7,88,3888.07
827,4.9,47,107.18
128,10.9,61,692.56
131,16,83,1833.74
131,13.2,89,1333.28
131,16.4,88,2039.34
131,13.4,86,1328.88
131,17.5,95,2501.76
131,17,80,1998.97
131,18.3,91,2624.69
131,15.5,88,1820.9
131,19.8,93,3138.93
131,16.2,79,1792.38
131,16.6,79,1882.51
131,13.5,82,1287.57
131,16,76,1683.94
131,17,106,2625.77
316,4.5,53,77.83
400,5.4,47,139.38
400,7.3,58,341.86
400,4,38,62.53
400,5.5,51,161.51
400,6.5,43,190.17
400,6.5,51,232.67
591,3.1,24,29
611,17.6,86,2154.26
611,13.8,73,1145.76
611,14.6,83,1451.57
611,10.9,79,790.88
611,6.4,51,163.02
694,7,51,223.04
694,5,43,92.04
694,16,73,1474.49
802,8,50,415.11
802,14.1,64,1371.14
802,6,50,262.06
802,5.1,50,206.64
802,13.2,64,1212.63
802,13.1,67,1249.88
804,8.4,56,507.9
804,10.5,65,866.83
804,10.3,62,800.42
812,8.7,57,451.51
812,5.6,50,170.76
820,18.9,85,2894.81
825,5.7,50,235.57
825,10.8,60,806.02
825,10.5,65,827.12
825,7.5,58,415.62
825,5.7,42,202.52
825,7.2,57,382.38
825,14,74,1580.07
825,8.8,57,535.89
825,10.9,60,819.43
825,10.6,60,779.56
825,6.1,49,256.36
825,6,49,249.98
827,13.9,68,1351.24
827,14.6,64,1394.74
827,1.9,26,10.77
835,16.1,68,1845.09
835,14.9,70,1641.37
835,12.2,60,978.67
835,13.9,60,1243.8
837,5.3,49,133.36
43,7.2,71,244.11
43,7,63,207.72
43,8.7,69,339.93
43,14.1,80,884.67
43,8.1,69,296.82
43,6.2,58,154.2
43,6.8,62,194.01
43,8.8,75,375.25
43,10.8,79,537.04
43,8,67,282.21
43,13.3,77,767.28
43,6,63,156.36
43,7.6,59,228.26
43,10.4,76,485.92
43,9.2,72,375.51
43,9.7,75,425.35
691,15,100,1719.14
691,9,70,503.11
691,8.3,65,401.8
691,9.7,68,561.72
691,9.2,62,463.89
691,6.6,65,263.33
691,16.6,89,1850.89
691,5.5,55,157.83
691,15.6,98,1810.38
691,5.7,57,175.2
691,5.8,52,164.17
691,6,46,153.58
691,5.3,37,95.39
691,8.7,66,445.26
691,8.6,74,489.12
691,6.5,63,247.9
691,7.5,60,307.02
691,11,60,638.2
691,5.3,51,135.77
691,9.8,85,715.9
121,9.5,55,506.4
121,9.6,59,554.56
121,9.5,55,506.4
121,8.8,62,487.15
121,13.9,58,1151.98
121,8.9,62,499.01
121,11.1,58,731.82
121,11,62,767.08
121,9.7,58,556.86
121,13.5,62,1158.62
121,8.1,61,400.72
121,13.1,62,1090.62
121,11,57,706.42
121,10.5,59,665.06
121,9.7,58,556.86
121,10,67,683.09
121,8.5,58,421.55
121,9.9,52,521.12
121,9.1,58,489
121,11.7,63,882.38
128,4.8,44,77.77
128,8,48,279.93
128,4.4,34,62.92
128,5.6,35,86.41
128,6.6,41,154.6
128,5.8,51,146.66
128,6.7,39,151.42
128,5.3,39,85.76
128,6.5,44,161.41
128,8.9,41,299.21
128,8.8,60,430.14
128,5.3,33,69.28
128,7.8,53,293.88
128,6.6,35,129.55
128,6.6,39,146.25
128,7.6,43,223.27
128,5.7,30,74.66
128,7.7,51,274.67
128,9.2,48,401.19
128,5.1,44,90.32
128,6.5,39,141.15
128,7.2,42,193.22
128,5.8,35,94.5
128,5.2,35,71.03
128,10.5,44,476.99
128,9.7,47,435.25
128,6.1,47,150.21
128,5.7,34,87.27
128,7.3,44,209.37
128,7.4,37,179.35
128,5.8,38,104.28
128,5.8,40,110.8
128,6.8,36,143.41
128,6.5,40,145.2
128,9.8,49,461.08
128,5.4,26,52.98
131,8.2,54,303.27
131,6,39,101.03
131,4,30,38.66
131,8.2,61,344.58
131,5.4,45,91.76
131,3.6,42,29.95
131,7.4,52,232.39
131,5.6,50,115.2
131,5.4,45,91.76
131,5.9,49,128.01
131,3.8,37,34.14
131,6,52,143.11
131,5.4,43,86.46
591,3.3,24,33.87
611,3.5,38,31.76
812,3.4,32,44.11
827,4.8,40,101.94
131,10.6,92,885.51
131,13.4,93,1434.66
131,12.6,83,1133.79
131,13.8,91,1489.92
131,15.3,100,2009.22
131,14.7,95,1763.91
131,12.2,94,1200.71
131,14.3,94,1651.8
131,12.7,88,1220.03
131,9.8,91,747.36
131,13.6,93,1477.98
131,15.8,93,1996.73
131,11.1,85,898.61
131,8.2,74,421.28
131,11.3,90,985.79
611,15.2,115,2170.82
611,19,121,3502.37
611,20.5,128,4286.97
611,18.5,93,2562.98
611,18.8,123,3488.07
611,13,96,1344.88
611,25.1,116,5755.67
611,16.1,113,2381.18
611,16.3,113,2438.14
611,17.3,108,2612.8
825,9.3,58,599.42
825,9.2,57,578.71
825,10,59,691.86
825,10.2,56,682.03
825,5,40,161.79
825,7.8,48,372.66
825,7.1,55,361.68
825,7.6,56,411.29
825,10.4,59,741.64
825,6.1,51,265.63
825,7.7,62,462.01
825,9,53,520.4
825,6.4,45,255.96
825,5.6,43,201.4
825,6.3,43,240.02
128,9.4,64,544.97
128,17.9,79,2331.87
128,12.8,72,1105.38
128,15,67,1408.89
128,9.3,73,603.95
128,11.5,66,826.97
128,10.5,72,752.7
128,18.5,87,2727.86
128,12.8,77,1177.85
128,13,72,1139.33
128,11.6,67,852.93
128,15.8,86,1976.56
128,13.3,70,1159.99
128,13.2,74,1204.59
128,14.5,79,1540.25
128,13.8,78,1381.15
128,12.7,71,1074.33
128,12.9,72,1122.29
128,14.6,72,1429.87
128,12,71,962.06
131,14.2,78,1357.82
131,10.4,77,713.89
131,5.9,40,99.8
131,7.9,71,372.94
131,14.5,81,1469.17
131,17.5,98,2578.32
131,16.8,95,2305.26
131,12.1,70,883.94
131,4.1,31,41.04
131,10.2,70,624.12
131,3.8,35,34.14
131,4.6,35,54.26
131,4.3,31,46.07
131,15.7,82,1744.67
131,13.3,82,1249.43
131,5.4,34,62.63
131,11.1,70,741.72
131,6,38,97.79
131,17.4,85,2220.83
131,5.4,35,65.28
131,21.6,91,3659.79
131,6.7,59,213.5
131,13,72,1050.86
131,10.1,72,629.07
131,3.7,36,32
131,6.3,53,164.29
131,4.5,31,51.44
131,7,43,165.91
131,10.7,64,629.81
131,5.6,40,86.82
131,14.3,88,1548.81
131,4.9,39,63.24
131,8.5,62,378.4
131,21,87,3312.54
131,4.7,43,57.16
131,4.5,36,51.44
131,7.8,62,314.76
131,7.2,63,269.04
131,6.4,40,122.85
131,5.5,46,99.09
131,8.2,60,338.67
131,7.5,57,264.28
131,16.4,88,2039.34
131,4,34,38.66
131,6.6,56,194.72
131,5.2,39,68.03
131,5.7,52,126.3
131,5.1,47,83.22
131,7.3,59,258.42
131,20.1,78,2732.04
131,5.5,40,82.63
131,4.9,41,63.24
131,4.1,40,41.04
131,7.7,49,238.18
131,7,43,165.91
316,5.2,55,147.64
316,5.3,55,152.62
316,6.5,59,234.46
611,8.3,54,306.16
611,5.9,53,141.66
611,7.1,53,215.28
653,5.7,50,140.23
691,6.8,46,194.47
691,5.3,40,104.04
691,8.8,50,343.71
691,12.2,56,711.33
691,8.4,54,340.54
691,17.7,60,1441.81
691,10.5,56,536.65
691,5.5,36,99.54
691,7.4,50,248.43
691,7.5,38,192.02
691,19.7,65,1887.54
691,10.5,53,507.98
691,14,56,896.13
691,10.2,51,462.84
691,9.6,56,453.52
691,10.6,57,556.04
691,11.6,55,645.24
691,14.1,57,921.48
691,10.9,57,586.04
691,6.7,55,227.77
694,4.8,51,77.74
694,12.2,60,760.95
694,9.2,56,416.98
694,7.8,63,343.7
694,7,55,241.89
694,9.3,55,417.9
694,4,33,49.45
694,7.5,52,260.47
694,7,51,223.04
820,7,68,381.11
820,6.4,46,213.51
820,10.1,67,744.18
820,8.2,61,457.9
820,9.3,66,627.87
820,6.2,52,229.03
827,8,56,411.4
827,10.7,69,871.81
827,6.3,37,171.14
827,9.6,58,598.58
831,8.5,62,475.96
831,9.4,67,622.6
831,5.6,46,155.14
831,8.6,59,462.55
831,9.6,69,667.32
835,8,61,454.6
835,7.5,47,306.91
835,7.7,59,408.73
43,7.4,60,220.46
43,5.5,54,116.64
43,8.4,67,309.52
43,8.2,66,291.66
43,7.6,76,287.66
43,9.5,65,364.92
43,6.4,56,158.4
43,7.9,59,245.47
43,7.7,64,251.84
43,7.3,64,227.87
43,7.8,65,261.7
43,8.2,66,291.66
43,6.1,54,140.53
43,7.5,64,239.7
43,8.1,65,281.01
43,7.2,62,215.77
43,6.3,54,149.03
43,5.1,54,102.05
43,9.8,65,384.8
43,11.8,68,553.86
131,15.9,93,2022.15
131,11.5,75,853.18
131,10.2,64,570.89
131,19.3,83,2672.56
131,10.7,54,532.44
131,20.1,90,3134.4
131,17.7,88,2376.68
131,15.6,87,1824.2
131,14.7,81,1510.24
131,16.6,87,2066.56
131,16.4,86,1994.41
131,17.7,91,2454.98
131,10.3,71,645.74
131,12.7,83,1152
131,15.2,79,1576.69
128,6.3,45,154.08
128,6.7,49,194.38
128,5.3,29,58.3
128,5.8,48,136.88
128,11.6,69,876.85
128,7.1,56,254.5
128,7.2,47,217.88
128,10.5,67,703.46
128,7.1,58,264.11
128,7.3,48,229.64
128,9.2,64,523.05
128,8.2,63,390.22
128,8.9,67,492.35
128,7,45,195.43
128,8.1,58,349.39
128,9.1,67,534.63
128,7.8,54,299.64
128,12.8,76,1163.35
128,9.3,70,580.62
128,10.1,74,716.69
131,16.4,92,2129.19
131,16.5,90,2109.84
131,14,98,1648.87
131,13.5,104,1624.91
131,16.5,96,2246.24
131,17.6,106,2814.4
131,4.4,27,48.71
131,4,27,38.66
131,17.7,97,2611.57
131,15.9,97,2106.7
131,16.3,97,2214.21
131,15.6,94,1966.73
131,22.1,100,4195.55
131,25.1,106,5726.29
131,4.1,24,41.04
131,4.1,24,41.04
531,13.2,74,1211.1
531,14,72,1310.04
531,14.6,75,1465.78
531,16.9,74,1886.18
611,15.5,74,1452.5
611,11.5,76,841.02
611,11,77,782.77
611,16.5,90,1990.3
611,15.1,100,1864.67
621,15.7,91,1559.63
693,13.4,75,1058.39
802,4.3,35,77.06
825,12.8,70,1270.07
825,15,82,1983.35
825,13,72,1342.53
970,13.8,67,1153.83
43,5.8,49,117.88
43,5.6,49,110.72
43,7.2,57,200.03
43,5.7,52,120.31
43,5.1,49,93.9
43,6.8,56,177.09
43,7.2,57,200.03
43,6.9,56,181.93
43,7.2,53,187.43
43,5.6,53,118.51
43,8.8,55,282.46
43,6.4,53,150.87
43,5.6,51,114.62
43,7.3,55,198.76
131,13.7,81,1310.5
131,14.3,90,1583.14
131,9.9,76,637.33
131,14,79,1336.01
131,13.6,86,1369.08
131,4,37,38.66
131,13,86,1250.24
131,13.3,75,1145.18
131,14.4,90,1605.45
131,9.1,74,522.16
131,9.1,82,579.02
131,12.7,76,1056.76
131,11.1,83,877.69
131,10.1,84,733.5
131,12.9,88,1259.01
131,13.5,94,1471.57
316,4.5,46,77.83
316,2.8,38,25.43
316,4.7,41,86.24
316,2.7,35,23.34
611,5.4,45,90.02
691,7.1,55,253.67
691,10,73,638.3
691,9.4,71,553.25
691,11.7,76,867.55
691,6.9,48,208.93
691,7.6,66,346.75
691,8.5,63,406.88
691,8.5,56,361.2
691,7.3,70,341.9
691,6.4,68,260.77
691,8.4,58,366.09
691,5.4,45,122.77
691,6.1,55,191.35
691,5.3,50,132.88
691,5,42,98.05
691,9.2,72,539.11
691,5.4,59,164.43
691,5.5,65,188.52
691,6.2,60,216
691,5.8,64,204.42
802,3.1,28,34.82
802,3.4,41,43.56
837,3.8,40,57.79
837,3.5,38,47.32
110,7.8,40,209.53
110,11,48,526.41
110,4.5,33,51.44
110,9.3,47,362.65
110,9.2,42,316.27
110,7.1,48,206.54
110,5.6,36,84.02
110,8.9,50,351.71
110,3.3,27,24.26
110,11.7,43,537.23
110,3,26,19.26
131,11.8,67,804.64
131,6.6,42,140.33
131,10.8,69,691.51
131,7,41,157.21
131,9.4,61,459.72
131,6.6,44,148.1
131,11.6,60,697.32
131,5,37,55.89
131,10.2,61,544.28
131,5.3,43,82.14
131,12.7,63,879.89
131,9.1,63,443.98
131,7.7,42,201.6
131,7.7,59,290.43
131,10.6,67,646.49
131,5.9,50,131.15
131,11.3,56,617.56
131,10.3,69,627.66
131,11.7,52,616.95
131,5.5,53,118.28
131,9.8,61,501.15
131,7,44,170.26
131,5,40,62.75
131,5.7,39,88.14
131,4.7,42,57.16
131,5.5,40,82.63
131,6.8,41,146.68
131,4.4,33,48.71
131,10.4,68,630.98
131,5.9,38,93.53
131,10.2,63,562.02
131,4.8,40,60.16
131,11.8,71,851.78
131,9.2,49,352.53
131,6.2,50,147.88
131,5.6,42,92.49
131,5,40,62.75
131,4,38,38.66
131,6.9,43,160.37
400,3.1,37,33.68
400,4.7,41,92.51
540,14.5,91,1693.53
540,8.6,63,445.35
540,12.5,92,1298.92
540,9.3,69,566.29
540,7.2,59,297.36
540,5,50,121.91
540,12,82,1076.7
540,5.4,43,119.69
540,5.9,50,169.63
540,7.7,80,462.82
540,5.2,47,122.86
540,7.3,57,294.4
540,10.5,65,670.22
540,6.6,57,242.95
540,7.1,60,294.74
540,6.9,70,328.36
540,6.6,60,256.6
540,5.5,50,147.65
540,7.5,55,298.54
540,5.7,50,158.48
540,7.7,67,385.38
540,7.6,66,370.21
540,6.2,61,231.89
591,4,24,54.6
611,10,71,598.06
611,6.9,53,202.26
611,10,70,589.22
611,16.3,94,2030.08
611,10.1,59,501.87
611,11.7,82,938.65
611,12,91,1094.23
611,10.7,67,642.94
611,3.4,37,29.56
611,7.8,61,308.54
611,11.5,81,897.05
611,13.3,87,1272.65
611,8,60,319.09
611,8.7,59,371.77
611,7.9,58,299.36
611,6.1,57,167.96
611,9,64,434.72
621,14,85,1180.16
621,7,60,224.61
694,13,95,1299.22
762,2.3,22,11.86
802,3.3,29,40.52
802,4.8,40,100.67
802,2.7,25,24.9
802,1.2,14,3.54
802,2.6,25,22.73
813,9.9,55,688.23
820,13.2,76,1340.63
820,14,73,1435.68
822,14.8,81,1817.8
825,3,31,32.15
825,1.2,15,3.54
825,2,20,12.04
831,14.6,73,1567.46
835,4.6,26,85.39
835,2.7,23,23.45
835,3.2,23,35.39
837,7.9,57,356.67
970,15.3,87,1819.05
970,12.8,83,1237.64
110,14.1,75,1352.18
110,9.2,52,392.63
131,8.9,53,354.94
131,7.1,54,220.69
131,8,47,248.02
131,15.5,89.5,1851.06
131,14,87,1467.74
131,7.2,56,236.9
131,9.1,62,436.87
131,14.1,81,1388.71
131,8.9,57,382.59
131,12.7,90,1247.24
131,13.2,66,995.79
131,10.2,52,464.44
131,14.4,88,1570.65
131,11.7,80,941.5
131,12.9,82,1174.84
131,10.5,59,558.98
131,11,84,872.03
131,12.3,72,939.41
131,7,52,205.05
131,5.7,53,129.23
131,14.1,86,1472.2
131,7.4,55,246.91
131,13.5,98,1532.91
131,12.8,60,852.6
131,10.8,71,711.34
131,11.5,50,573
131,6.2,42,120.31
131,11.9,70,854.52
131,7.3,49,211.27
131,12,65,808.28
131,7.1,47,189.4
131,13.5,59,934.89
131,9.1,80,564.81
131,17.5,95,2501.76
131,14.4,97,1727.26
131,15.4,93,1896.65
131,18.2,84,2403.01
131,15.2,100,1983.01
131,9.6,58,456.57
131,11.4,75,838.19
131,12.1,77,970.58
131,14,83,1401.88
132,11.1,72,802.97
316,3.3,35,37.45
316,3,30,29.92
400,12.5,93,1591.41
491,3,22,26.74
540,12.3,84,1153.59
540,17.6,94,2518.5
611,16.9,90,2084.16
611,17.3,97,2348.41
611,4,34,44.21
611,3,31,21.68
611,16.2,102,2176.06
691,7.3,64,311.98
691,9.7,67,553.45
691,7.9,63,355.25
691,6.3,61,226.33
691,6.5,61,239.75
691,5.6,62,185.36
691,10.9,71,729.34
691,6.4,60,229.03
691,8.3,61,376.79
691,7.6,64,336.05
691,6,57,192.67
691,6.1,59,205.97
691,6.9,59,258.63
691,6.1,59,205.97
691,6.9,60,263.15
694,14.8,98,1689.83
694,12.8,93,1238.9
694,14.8,73,1280.27
694,13.4,94,1357.84
128,8.1,58,349.39
128,7.6,47,245.17
128,9.6,53,476.37
128,11,63,726.44
128,6.8,42,169.93
128,6.8,44,178.77
128,6.3,43,146.44
128,5.8,47,133.62
128,6.2,54,181.84
128,8.8,56,401.07
128,12,62,847.08
128,8.2,43,263.43
128,10.9,62,703.15
128,6.8,46,187.61
128,8.5,49,325.41
128,5.7,48,131.42
128,11.7,56,733.5
128,6.5,45,165.47
128,5.9,47,139.06
128,7.4,57,283.35
128,6.4,45,159.73
128,6.5,44,161.41
128,8,46,267.85
128,6,44,134.16
128,7.6,42,217.8
128,10.3,61,620.97
128,7.3,49,234.7
128,11,53,618.63
128,8,49,285.98
128,7.9,59,337.36
128,5,35,63.73
131,5.5,46,99.09
131,7.4,44,193.67
131,7.7,50,243.4
131,8.1,46,249.19
131,7.8,44,218.33
131,8.4,43,251.53
131,6.2,44,127.2
316,7.6,32,169.62
400,17.3,69,2209.68
611,5.7,40,87.61
802,5.9,44,228.47
806,8.1,51,425
806,7.5,50,361.16
812,6.2,36,145.54
837,5.1,42,100.61
110,14.5,70,1337.89
110,11.4,65,763.89
110,15.4,79,1698.75
110,10.5,52,517.33
110,15.6,82,1807.67
110,17.3,78,2120.23
110,13.7,73,1242.71
110,15.6,80,1764.84
110,6,42,120.53
132,15,75,1499.99
132,7.4,57,293.37
132,12.7,63,920.03
132,14,71,1244.45
400,12,64,1005.75
400,14.2,71,1549.74
400,5.6,47,151.73
400,5.8,43,146.9
400,12,71,1118.19
531,8,55,369.11
531,8.1,50,342.58
540,10.7,61,651.52
611,13,80,1119.94
621,13.7,77,1031.26
621,9.2,67,427.96
621,15.4,63,1057.14
621,11.3,67,636.65
621,16,78,1392.68
621,7.5,54,229.66
621,13.4,68,879.31
621,7.7,69,313.65
621,9.9,71,522.51
693,11.6,68,744.71
802,11.7,69,1043.86
802,8.9,66,645.01
802,5.6,54,252.87
802,16.9,68,2044.46
802,14.3,52,1152.19
802,9.2,63,653.86
802,17.4,73,2314.67
802,10.8,60,828.5
806,9.4,56,615.7
806,19.4,78,3326.41
806,10.3,54,704.31
812,14.7,58,1232.15
833,7.8,66,475.37
833,11.6,69,1020.04
835,17.2,81,2475.08
837,7.9,68,429.51
68,14.3,57,979.08
68,15.7,39,826.64
68,8.3,40,261.89
68,11.4,48,531.82
68,11.3,46,502.14
68,11,46,476.13
68,14.2,47,805.3
68,10.5,56,523.18
68,9.3,53,390.95
68,9.5,44,341.84
68,9.2,38,279.63
68,11.6,48,550.42
68,8.7,48,336.55
68,13.2,52,766.28
68,10.1,50,435.22
68,10.7,58,561.44
68,11.3,43,471.38
68,12.4,48,628
68,10,45,386.36
68,11,42,437.22
68,10,42,362.12
68,9.4,48,363.44
110,9.3,48,370.45
110,13.9,51,903.91
110,8.8,46,315.3
110,9.4,70,554.05
110,8,56,315.04
110,8.5,57,364.86
110,5.2,34,63.61
110,9.3,60,464.02
110,14.1,58,1053.62
110,6.7,31,110.85
110,11.3,58,670.54
110,9.1,56,413.61
110,7.1,34,141.62
110,8.3,56,340.69
110,15.7,56,1267.2
110,15.5,51,1128.9
110,12.7,57,837.21
110,17,57,1514.46
110,8,45,250.84
110,9.9,54,475.36
110,9.4,33,259.49
110,10.2,37,347.15
110,7.7,38,192.74
110,8,36,198.32
110,6,40,113.82
110,8.8,55,378.46
110,13,56,863.09
110,7.5,56,274.35
110,9.6,58,479.02
110,10.5,60,596.31
110,5.5,34,74.41
110,14.2,58,1068.87
110,9.9,55,484.16
110,6.4,60,208.99
110,13.6,60,1011.74
110,11.9,55,707.72
110,7.9,57,312.4
110,6.3,45,146.53
110,8.9,33,229.76
131,11.4,70,783.1
131,8.7,60,384.33
131,15.1,84,1651.37
131,12.8,83,1170.36
131,11.1,62,658.04
131,14.5,74,1345.7
131,7.3,53,230.13
131,11.4,70,783.1
131,17.2,81,2071.2
131,13.3,59,906.91
131,10,69,590.79
131,13.2,78,1171.87
131,12.9,77,1104.7
132,15.2,75,1539.5
132,12.2,65,876.13
132,10.3,45,450.96
132,11.2,59,678.55
132,13.4,65,1051.65
132,17.8,74,2074.51
132,9.5,60,502.69
132,18.4,69,2074
132,15,68,1367.95
132,14.1,79,1395.55
132,18,70,2012.82
132,13.3,68,1081.09
400,7.9,46,310.82
400,9.4,55,533.91
400,11.2,64,879.04
460,13.9,48,752.02
611,15.9,75,1546.13
611,8.8,60,387.5
611,12,67,803.33
611,5.7,30,54.69
611,12,69,827.58
611,5,32,37.65
611,12,56,670.01
621,9.8,62,446.19
621,15.8,69,1209.44
731,9.7,59,478.87
802,20.8,65,2907.27
802,11.4,70,1009.3
802,8,49,407.47
802,10.2,65,807.49
802,7.1,56,378.34
806,18.6,64,2530.34
806,20.5,68,3234.02
806,16.4,75,2324.47
812,26.5,87,5668.82
827,5.6,35,128.3
827,13.7,73,1406.49
827,13.5,60,1143.21
827,19.7,73,2736.61
831,19.5,67,2514.75
831,12.3,64,990.85
833,10.2,75,879.2
970,9.8,52,470.45
970,5.7,32,105.52
970,7.5,55,304.15
970,5.6,36,115.55
970,7.8,53,314.78
970,6.4,40,164.79
110,8.9,63,444.96
110,7.8,43,226.21
110,13.8,55,958.02
110,10.9,49,527.13
110,11.5,49,589.02
110,12.1,55,732.32
110,11.3,61,704.71
110,11.8,55,695.57
110,10.4,58,565.3
110,12.2,55,744.78
110,11.6,54,659.59
110,9.9,50,440.14
110,6.3,49,161.28
110,9.1,47,346.33
110,7,59,249.75
110,5.3,49,106.92
110,10.3,46,440.03
110,8.5,57,364.86
110,10.2,59,552.42
128,17.9,63,1883.98
128,20.5,76,2940.3
128,8.8,61,437.4
128,7.3,42,199.24
128,9,53,421.31
128,6.9,48,202.9
128,12.3,47,687.61
128,5,39,73.57
131,8,60,321.15
131,6.6,55,190.84
131,7.8,59,298.69
131,15.1,65,1288.48
131,8.6,64,400.87
131,7.5,51,234.48
131,11.7,59,698.09
131,6.2,49,144.43
131,12,72,893.53
131,8,62,332.4
131,7.9,53,274.11
131,6.2,45,130.65
131,6.4,45,141.16
131,5,47,78.77
131,9.2,68,490.46
131,5.8,38,89.33
131,9.8,58,476.53
131,9.8,61,501.15
131,6.7,59,213.5
131,9.5,61,469.92
131,6.3,47,142.97
131,6.8,58,216.62
131,8.9,66,444.82
131,10.3,59,537.25
131,10.4,58,538.85
131,18.9,69,2146.71
131,16.8,42,1056.94
131,7.7,58,285.2
131,7.7,42,201.6
131,5.6,54,126.55
131,8.4,49,288.62
