SPCD,DO_BH,HT_TOT,TT_DW_CRM
371,19,82,3596.35
371,4.8,42,95.84
371,17.7,70,2794.24
371,15.8,74,2314.38
371,11.1,74,1126.79
371,22.2,73,4537.38
371,20.4,79,4030.48
371,21.6,82,4626.42
371,21,72,3989.39
371,11.1,62,1016.96
371,14.5,76,1976.63
371,22,77,4586.7
371,16.2,72,2433.96
371,12,70,1294.94
371,12.5,63,1318.63
371,15.3,70,2107.14
371,13.9,71,1762.9
371,13.8,72,1737.3
371,13.7,67,1630.4
371,3.5,38,45.47
371,3.9,40,58.7
371,2.4,32,18.69
371,3.9,46,58.7
371,14.5,74,1947.93
531,12.5,70,1549.18
531,20.9,76,4618.21
531,14.2,73,2090.66
531,12.8,81,1805.1
531,16,69,2561.01
531,13.1,70,1708.81
531,20.7,70,4248.09
531,15.6,65,2310.3
531,14.2,64,1894.19
531,13.5,69,1791.39
531,18.7,73,3572.25
531,15.5,68,2355.57
531,19.3,73,3765.45
531,17.7,73,3230.14
531,15.8,70,2510.73
531,16,68,2505.98
531,13,64,1577.72
531,16.1,70,2608.35
531,22,86,5574.35
531,13.9,69,1904.53
531,15.5,77,2577.13
531,12.5,73,1616.49
531,22.4,78,5390.91
531,15,60,2009.32
531,17.1,73,3020.07
531,12.3,73,1561.12
531,14,72,1984.22
531,14.3,76,2173.07
531,15,58,1960.2
531,14.3,60,1810.35
531,15.5,73,2486.66
531,14.7,77,2310.92
531,17.7,79,3425.73
531,14.2,73,2053.87
531,12.1,72,1480.94
531,17.2,77,3167.08
531,20.8,81,4739.68
531,12.7,71,1612.75
531,20.8,79,4713.96
531,12.9,79,1802.05
531,13.8,72,1880.59
531,16.8,67,2712.11
531,20.2,82,4551.71
531,25.5,83,7267.6
531,19.5,80,4173.26
531,13.5,73,1871.17
531,16,67,2489.35
531,18.7,76,3708.72
531,13.2,67,1681.38
531,12.9,72,1688.88
531,16.4,73,2753.51
531,22.5,83,5636.53
531,14.3,78,2147.12
531,16.4,78,2893.35
531,25.5,81,7116.86
531,19.7,81,4302.37
531,23.1,73,5487.28
531,15.5,81,2675.81
531,15.9,71,2525.03
531,18.3,64,3135.06
531,16.5,64,2539.55
531,14,69,1947.93
531,18.9,81,3961.37
531,16.3,75,2782.66
531,20.3,74,4282.02
531,13.1,76,1796.81
531,14,73,2005.4
531,19,76,3827.82
531,13.2,66,1667.68
531,22,71,4873.95
531,16.5,60,2448.69
531,17.2,78,3142.82
531,12.9,73,1690.7
531,14,77,2078.7
531,19.1,75,3829.6
531,17.8,76,3343.8
531,16.7,74,2906.33
531,15.6,75,2555.8
531,13.6,68,1818.8
531,21.2,77,4796.78
531,20.2,86,4651.45
97,8.1,57.5,299.78
97,7.6,60.5,264.54
97,7.2,49.5,209.96
97,8.5,55.5,316.15
97,6.8,48.5,186.79
97,7.5,52.5,234.14
97,7.2,50.5,218.32
97,4.3,33.5,46.58
97,4.5,46.5,51.74
97,7.8,56.5,268.26
97,7.6,58.5,249.37
97,6.1,46.5,131.44
97,9.7,58.5,428.1
97,5,48.5,75.36
97,7.1,52.5,215.66
97,6,52.5,146.11
97,9.6,53.5,423.44
97,7.3,56.5,228.54
97,9.4,63.5,413.79
97,7.4,53.5,236.75
97,6,53.5,152.81
97,7.8,57.5,249.25
97,8.8,57.5,346.88
97,6.9,35.5,143.07
97,4.5,52.5,51.74
97,8.4,58.5,321.03
97,5.6,49.5,107.91
97,9.5,60.5,418.67
97,4,46.5,39.41
97,12.3,61.5,707.74
97,7.3,62.5,250.73
97,8.2,48.5,266.57
97,8.2,59.5,302.56
97,5.3,44.5,87.03
97,9.3,55.5,382.57
97,7.9,58.5,288.46
97,7.3,60.5,231.97
97,6.5,57.5,177.31
97,6.2,54.5,155.24
97,9.9,64.5,460.94
97,4.3,33.5,46.58
97,5.9,56.5,144.83
97,10.3,64.5,497.8
97,5.5,54.5,102.18
97,9.7,59.5,440.69
97,8.9,55.5,358.76
97,4.6,32.5,54.44
97,8.9,60.5,368.71
97,6,47.5,146.11
97,9,52.5,352.85
97,6.3,46.5,136.97
97,7.3,56.5,231.35
97,9.7,58.5,437.35
97,5.6,36.5,94.19
97,6.3,48.5,157.27
97,5.8,51.5,137.27
97,8.7,53.5,338.11
97,5.8,48.5,122.97
97,4.1,21.5,41.72
97,10.4,59.5,517.39
97,6.6,52.5,182.71
97,11.1,65.5,608.53
97,8.8,51.5,342.23
97,4.9,38.5,63.02
97,7.5,53.5,241.87
97,8.6,55.5,277.88
97,11.2,63.5,619.28
97,7,54.5,199.11
97,7.2,54.5,211.93
97,4.3,30.5,46.58
97,7,56.5,207.03
97,6.6,54.5,174.37
97,4.6,39.5,54.44
97,7.8,60.5,281.53
97,9.7,64.5,457.38
97,10.7,53.5,500.84
97,8.9,59.5,358.34
97,9.5,54.5,401.08
97,6.6,53.5,185.38
97,8.7,58.5,342.6
97,6.9,50.5,198.88
97,6.1,45.5,138.2
97,8.4,57.5,336.03
97,10.8,55.5,522.53
97,10.6,56.5,503.26
97,10.6,80.5,516.15
97,9.7,62.5,444
97,7,46.5,200.05
97,7.6,52.5,255.32
97,10.7,63.5,541.23
97,15,65.5,1093.52
97,9.3,58.5,399.12
97,5.4,46.5,97.11
97,8.4,56.5,309.06
97,9.6,62.5,444.27
97,6.7,53.5,185.4
97,10.5,60.5,524.96
97,8.5,58.5,331.85
97,8.2,56.5,295.13
97,8.6,55.5,317.88
97,6.6,51.5,171.48
97,8.1,48.5,248.32
97,5.1,44.5,84.47
97,10,58.5,439.7
97,9,60.5,379.64
97,7.6,58.5,265.16
97,5.6,45.5,113.92
97,8.6,50.5,302.13
97,4.1,39.5,41.72
97,8.4,58.5,326.62
97,6.8,55.5,199.93
97,5.7,42.5,114.06
97,8.9,56.5,354.5
97,8.2,55.5,292.08
97,4.1,36.5,41.72
97,4.9,44.5,63.02
97,9.5,56.5,404.97
97,4.6,44.5,54.44
97,10.6,54.5,492.99
97,9.8,47.5,391.42
97,8.7,61.5,350.19
97,9.4,61.5,414.69
97,14.1,59.5,909.9
97,11.1,47.5,508.72
97,11,54.5,518.52
97,12.4,54.5,677.97
97,12.9,58.5,762.94
97,8.4,60.5,334.6
97,9.7,60.5,425.13
97,10.6,62.5,546.68
97,10.6,55.5,492.99
97,15.7,60.5,1123.86
97,13.8,62.5,908.68
97,11.3,55.5,495.72
97,12.9,59.5,735.32
97,10.7,62.5,523.32
97,10.8,48.5,462.66
97,7,46.5,164.57
97,11.4,63.5,618.85
97,5.4,52.5,96.09
97,7.6,56.5,259.19
97,7.8,52.5,254.08
97,9.6,50.5,390.78
97,4.4,42.5,49.12
97,8.8,56.5,343.08
97,10.3,54.5,460.41
97,8.9,55.5,352.35
97,10.1,66.5,503.42
97,7.4,37.5,195.25
97,9.8,58.5,443.67
97,7.6,54.5,239.04
97,5.9,46.5,121.45
97,4.7,45.5,57.22
97,4.8,44.5,60.08
97,6,39.5,117.46
97,7,53.5,207.03
97,6.6,55.5,192.37
97,8.7,54.5,330.58
97,7,52.5,199.11
97,6.6,54.5,174.37
97,7.1,52.5,212.64
97,9.4,60.5,420.88
97,8.1,57.5,306.69
97,3.8,32.5,35
97,7.5,52.5,223.91
97,8,57.5,297.49
97,9.2,56.5,371.88
97,9.8,61.5,461.92
97,7.2,55.5,236.21
97,8.3,57.5,319.21
97,8.2,54.5,300.35
97,8.4,60,332.09
97,6.9,56.5,206.34
97,7.9,48.5,237.64
97,3.7,29.5,32.91
97,11.1,62.5,596.93
97,11.2,63.5,603.27
97,10.4,54.5,470.92
97,10.8,64.5,560.82
97,10.3,56.5,471.4
97,4.5,48.5,51.74
97,11.6,67.5,668.24
97,5.2,54.5,96.69
97,7.7,58.5,258.04
97,5.5,46.5,104.96
97,8,59.5,285.8
97,6.6,50.5,164.89
97,7.1,55.5,218.93
97,10.6,60.5,517.3
97,9.9,57.5,433.88
97,9.7,56.5,411.92
97,10.4,60.5,490.08
97,8.6,56.5,327.84
97,7.5,57.5,256.44
97,6.8,42.5,166.64
97,10.1,54.5,436.94
97,10.1,64.5,497.62
97,4.6,48.5,54.44
97,4.7,40.5,57.22
97,9.8,58.5,446.62
97,8.2,56.5,295.13
97,10.4,61.5,484.38
97,7.8,57.5,272.33
97,5.8,52.5,127.96
97,7,55.5,214.29
97,10.8,64.5,559.69
97,9.7,62.5,447.28
97,7.4,57.5,232.56
97,5.9,46.5,121.45
97,9,63.5,386.97
97,9.6,60.5,419.6
97,7.4,57.5,239.29
97,11,62.5,571.21
97,6.8,53.5,206.9
97,12.4,58.5,679.61
97,12,60.5,647.95
97,8,56.5,281.53
97,6.4,52.5,169.94
97,5.8,41.5,106.28
97,9.5,50.5,365.87
97,9.2,58.5,386.46
97,7.2,57.5,238.18
97,9.4,56.5,397.71
97,8.6,51.5,278.38
97,5.5,42.5,96.6
97,5.8,51.5,132.95
97,5.2,35.5,79.07
97,9.4,60.5,420.88
97,8.9,58.5,364.61
97,5.1,28.5,60.8
97,7.8,58.5,283.13
97,8.1,62.5,319.28
97,9.1,59.5,392.42
97,7.3,50.5,215.5
97,4.4,25.5,49.12
97,7.5,52.5,250.87
97,5,56.5,81.58
97,7.7,47.5,228.36
97,9.5,61.5,439.72
97,7.2,56.5,232.19
97,7.5,59.5,257.05
97,7.7,52.5,250.06
97,6.9,49.5,193.8
97,7.4,56.5,239.6
97,6.2,48.5,147.38
97,9.9,60.5,479.13
97,7.6,57,255.32
97,5.4,54.5,108.02
97,5.1,47.5,93.4
97,11.1,62.5,585.63
97,4.8,41.5,60.08
97,5.1,51.5,84.47
97,4.2,41.5,44.11
97,5.9,52.5,132.03
97,4.4,26.5,49.12
97,4.7,42.5,57.22
97,6.5,56.5,192.01
97,5.7,46.5,114.06
97,4.5,48.5,51.74
97,9.6,63.5,442.92
97,8.1,58.5,304.3
97,7.8,54.5,268.26
97,5.1,46.5,96.29
97,6.2,47.5,153.7
97,8.3,58.5,327.35
97,5.2,44.5,76.82
97,4.3,47.5,46.58
97,5.5,50.5,110.97
97,9.5,55.5,404.48
97,7.2,43.5,181.95
97,9.1,60.5,352.46
97,11.6,65.5,633.67
97,8.6,56.5,323.32
97,7.4,54.5,229.93
97,4.2,29.5,44.11
97,8.4,60.5,318.76
97,7.2,53.5,224.49
97,10.4,61.5,506.7
97,6.9,44.5,187.61
97,7.7,53.5,266.37
97,6.2,45.5,137.21
97,7.2,56.5,214.19
97,5.9,48.5,128.19
97,6.4,48.5,147.97
97,5.3,50.5,116.46
97,8.5,52.5,295.44
97,7.4,57.5,233.54
97,4.3,37.5,46.58
97,10.2,56.5,449.46
97,5.8,50.5,145.84
97,5.1,43.5,74.26
97,5,40.5,67.63
97,9.2,56.5,378.81
97,6.4,46.5,157.45
97,4.4,38.5,49.12
97,5.1,40.5,68.8
97,6.1,42.5,123.28
97,5.7,53.5,129.68
97,4.5,46.5,51.74
97,10.1,59.5,460.85
97,11.8,60.5,647.61
999,8.4,64.5,491.94
999,6.6,35.5,202.99
999,13.8,62.5,1298.72
999,9.3,54.5,547.02
999,9.7,57.5,593.9
999,6.9,49.5,278.88
999,6.2,49.5,212.04
999,5.3,43.5,139.52
999,5,40.5,104.39
999,8.3,60.5,488.69
999,4.5,44.5,66.18
999,8.8,63.5,544.24
999,4.9,40.5,81.74
999,9.7,63.5,662.27
999,11,64.5,823.74
999,10.5,56.5,735.5
999,13.9,62.5,1306.44
999,7.2,54.5,328.08
999,10.6,64.5,778.95
999,5.9,54.5,204.71
531,13.7,60.5,1698.47
531,7.7,55,442.08
531,10,62,886.86
531,8.7,61,609.8
531,12.6,84.5,1806.88
531,9.7,67.2,789.88
531,14.1,67.5,1939.63
531,8,68,576.59
531,6.8,61,362.22
531,10.6,71.5,1127.16
531,15.1,79.5,2479.85
531,12.3,69,1487.18
531,17.6,78.5,3354.17
541,13,80,1685.62
541,10.6,73.6,1052.74
541,9,64,679.55
541,12.5,81.5,1529.15
541,14.4,96,2307.38
541,13.2,87,1839.29
541,4.4,53,69.49
541,18.8,76,3384.82
541,19.8,76,3734.13
541,8.8,70,699.05
541,14,80,1955.9
541,11,73,1107.76
541,12.4,72.6,1433.7
541,15,84,2254.94
541,5.1,46,104.42
97,7.5,45,223.55
97,5,37.5,78.06
97,4,22.5,39.41
97,8.9,54,349.75
97,6.9,39,163.99
97,8.1,45,261.25
97,8,50.5,285.09
97,4.7,32,57.22
97,5,37,63.83
97,4.3,18,46.58
97,5.6,37,93.89
97,5.6,38,99.49
97,5.7,40,105.04
97,4.3,22,46.58
97,4.6,18,54.44
97,5.4,19,52.01
97,5.1,19,47.76
97,6.2,46,137.8
97,7.4,51.2,236.43
97,3.8,25,35
97,7.8,53,250.75
97,6.1,36.9,127.89
97,8.4,45,286.22
97,6.5,45.2,153.54
97,4.8,21,60.08
97,5,37,75.86
97,5,38,70.68
97,5.4,44.5,107.58
97,5.9,50.5,112.11
97,3.2,21,23.55
97,7.9,50,257.67
97,7.5,47,233.8
97,8,41,225.77
97,2.8,20,17.33
97,9.8,56.2,419.65
97,4.4,34,49.12
97,4.7,33.5,57.22
97,5.7,21.2,60.14
97,6.1,47.2,143.02
97,7.3,55,207.17
97,4.2,23,44.11
97,7.2,41,184.68
97,6.6,37.5,148.22
97,6.8,40.2,164.91
97,5.7,42.5,108.7
97,7.7,55.3,261.75
97,4.1,31.5,41.72
97,5,28,63.22
97,5.3,20.7,53.18
97,6.8,50,193.5
97,4.8,31.1,60.08
97,5.4,45,104.62
97,7.7,42,219.83
97,7.1,54.2,219.52
97,4,19.5,39.41
97,7.7,55.3,267.67
97,4.7,33,57.22
97,5,33.5,70.94
97,5.3,37,77.01
97,6.4,51,160.27
97,3.3,25.5,25.28
97,7.4,57,239.29
97,7.2,55,230.15
97,8.2,45,260.03
97,9.8,56.2,434.17
97,4.6,30,54.44
97,3.5,30,28.95
97,3.3,14.7,25.28
97,5.5,38,82.52
97,5.8,38,109.57
97,6.3,52.2,174.73
97,7.3,50.5,218.52
97,4.2,23.9,44.11
97,7,24.5,112.48
97,7.4,54,240.23
97,4.5,37,51.74
97,5.5,42,104.46
97,5.2,26.2,60.68
97,5.7,41,111.42
97,6,51,143.46
97,7,51,196.28
97,4.9,38.2,63.02
97,5.2,41.2,82.84
97,5.8,41,117.18
97,7.8,55.2,262.35
97,7.8,52,255.18
97,3.8,27,35
97,6.2,37,131.76
97,7.6,58.8,234.38
97,3.8,31,35
97,4.5,19.2,51.74
97,5,36,69.59
97,5.9,54,151.36
97,5.4,32,86.27
97,6.4,37,128.62
97,7.5,21.4,149.66
97,8.4,51,301.82
97,4.2,32.9,44.11
97,5.5,20,53.13
97,5.2,35,78.23
97,6.5,50,172.5
97,5.8,33,96.66
97,8.1,55,291.94
97,4.1,34.5,41.72
97,5.2,36,86.43
97,3.3,17.5,25.28
97,3.1,30,21.89
97,5.9,34,105.77
97,4.7,30,57.22
97,5.3,52,105.94
97,6,22,80.16
97,8.5,50.5,315.34
97,3.8,37,35
97,4.9,33,63.02
97,5.6,40,106.08
97,4.2,31,44.11
97,6.1,25,77.52
97,5,34.3,67.92
97,8.5,54,316.15
97,5.2,36,87.17
97,5.7,30,85.05
97,8,52,271.96
97,4.5,16,51.74
97,5.9,33,103.11
97,6,30,97.9
97,6.8,40,162.1
97,8,55.5,286.86
97,5.5,27,78.82
97,5.3,35,86.76
97,8.6,55,327.44
97,3.5,15.5,28.95
97,5.9,40,116.6
97,3,15.8,20.3
97,6,52,141
97,3.8,23.5,35
97,8.4,49.5,282.7
97,6.5,40,146.77
97,6.8,54.5,199.66
97,7,40.5,181.62
97,3.5,16.2,28.95
97,5.5,37,101.4
97,5.5,39.5,101.14
97,7.4,55.7,241.48
97,8.2,23,167.63
97,5.6,36,102.02
97,4.2,21,44.11
97,7,23,116.01
97,5.8,38,108.09
97,3,21.6,20.3
97,8.4,54,316.08
97,6.2,41,134.52
97,5.4,21,60.21
97,4.6,31,54.44
97,6.5,40,153.54
97,4.4,19.5,49.12
97,3.8,28,35
97,5.6,51,107.65
97,4.8,31,60.08
97,6.5,21.5,94.62
97,5.8,41,117.46
97,4.5,33,51.74
97,6.7,35,128.71
97,3,15,20.3
97,2.3,15,11.05
97,5.3,35,80.9
97,3.2,14,23.55
97,4.9,40,63.02
97,3.2,17.8,23.55
97,5.4,34,76.99
97,6.7,50,182.55
97,9.4,51,381.24
318,9.2,71,827.31
318,11,66,1117.04
318,6.4,61,316.19
318,7,57,381.2
318,7.6,54,456.45
318,11.1,72,1198.89
318,13.3,70,1706.22
318,14.5,76,2154.99
318,8.8,64,675.74
318,9.2,67,751.23
318,7.2,50,346.58
318,8,59,502.79
318,8.7,68,707.7
318,9,59,620.68
318,13,76.5,1702.27
318,8.3,65,611.49
318,8.8,65,671.05
318,18,82,3476.62
318,6.2,56,252.27
318,12.7,74,1617.91
318,14.2,76,2053.77
318,13.2,67,1588.95
318,15.4,80.8,2544.71
318,18.8,90,4042.32
318,5.8,54,200.3
318,9.8,72.5,876.01
318,10.8,67,1062.78
318,11.2,67,1167.45
318,13.2,67,1640.5
318,16.2,88,2954.58
318,7.8,70.5,510.99
318,8.8,64,701.68
318,7.4,54,428.99
318,9.7,59,783.36
318,10.8,64,1061.48
318,9.9,64,881.32
318,9.7,70,883.19
318,8,62,543.17
318,10,65,914.95
318,10.4,68,960.37
318,13.8,81,2024.9
318,14.4,77,2129.08
318,8.6,66,644.32
318,10.4,68.8,973.92
318,3.9,38.6,66.18
318,17,69.5,2771.9
318,17.9,75.5,3277.96
318,18.6,71.5,3361.64
318,21.9,82.5,5135.56
318,4.3,44,83.92
318,4.3,46,83.92
318,4.6,48,98.87
318,4.7,48,104.18
318,4.9,50,115.29
318,12,71,1370.85
318,13.1,76,1766.66
318,14.1,74,1988.98
318,14.6,71,2074.92
318,9,62,703.16
318,14.6,69,2053.36
318,9.8,71,918.36
318,10.6,71.5,1101.94
371,13.2,69.5,1576.54
371,7.8,71,511.3
371,11,66,1062.57
371,11.4,65,1111.08
371,11.6,72.5,1202.33
371,14.5,68.5,1838.7
371,16.2,82,2642.78
371,10,68,821.75
371,8.4,71,569.08
371,9.6,72.5,834.92
371,11.2,71.5,1108.82
371,14,72,1797.79
371,12.6,70.5,1444.64
371,15,74.5,2129.76
371,9.3,61.5,703.53
371,9.8,64,792.58
371,14.5,69,1891.8
371,8.2,55.5,484.03
371,12,68,1282.39
371,7,53,324.83
371,9.2,59,676.64
371,13.1,79,1665.39
371,14.6,70.5,1910.6
371,14.2,73.5,1870.67
371,13,74,1579.44
371,14.6,65.5,1844.63
371,15.7,70.5,2230.86
371,4.8,48,95.84
371,10.2,65,866.74
371,10.2,68,889.46
371,12.5,64.5,1335.6
371,14.8,76.5,2092.07
371,25.2,73.5,5843.72
371,19,73.5,3346.32
371,19.5,74.5,3566.43
371,19.2,85.5,3730.61
371,7.4,68,428.71
371,7.8,64.5,479.2
371,7.5,71,474.06
371,7.6,70,469.75
371,8,59,521.08
371,8.2,65,556.56
371,8.8,65,642.16
371,7.2,57,387.62
371,9.2,69.5,740.3
371,11.2,74.5,1153.08
371,11.4,74.5,1203.03
371,4.8,47.5,95.84
371,6.6,59,322.95
97,12.4,71.5,769.28
97,8,56.5,281.53
97,6.1,47.5,140.37
97,9.7,55.5,409.84
97,5,44.5,71.75
97,6.2,44.5,139.26
97,8,58.5,297.15
97,6.9,48.5,185.38
97,5,40.5,73.83
97,10.9,58,536.99
97,4.7,25.5,57.22
97,4.9,48.5,63.02
97,5.9,44.5,135.01
97,4.9,43.5,63.02
97,3.9,34.5,37.17
97,7.8,49.5,249.25
97,9.6,57.5,422.97
97,4.7,40.5,57.22
97,7.1,52.5,209.87
97,6.2,40.5,128.93
97,7.4,53.5,227.26
97,8.9,55.5,342.67
97,8.2,60.5,309.76
97,9.6,57.5,414.73
97,9.4,61.5,411.55
97,8.7,54.5,330.58
97,4.3,33.5,46.58
97,9,55.5,360.46
97,6.4,54.5,159.43
97,8.8,54.5,347.72
97,5.6,51.5,110.46
97,6.9,53.5,196.81
97,4.7,32.5,57.22
97,9.9,63.5,455
97,7.1,49.5,209.24
97,9.4,66.5,445.75
97,9.8,59,453.39
97,8.9,61,380.68
97,7.8,64.5,291.58
97,6.8,57.5,213.06
97,5.3,37,80.9
97,10.5,64.5,539.82
97,9.5,64.5,441.88
97,11.4,63.5,640.48
97,9.2,61,368.12
97,9,69,399.57
97,6.2,51.5,150.32
97,8.9,56.5,355.36
97,6.8,52.5,180.38
97,7.6,60.5,259.19
97,10.8,60.5,527.43
371,15.1,67.8,2004.56
371,30.5,75.5,8656.93
371,25.8,85.4,6636.99
371,24.8,72,5534.78
371,14.4,66.5,1801.07
371,20.4,70.9,3747.8
371,19.6,67.8,3372.01
371,18.3,70,3016.89
371,17.5,66.8,2667.56
371,23.3,78.3,5214.12
371,18.9,70,3161.1
371,19.8,68,3427.78
371,18.3,65.5,2862.46
371,21.6,78.8,4482.64
371,18.7,72.9,3203.02
371,15.6,62.9,2033.79
371,24.8,79.2,5942.73
371,18.3,69.9,2992.96
371,19.5,70,3383.22
371,19.7,72.1,3511.79
371,16.6,69.9,2462.62
371,22,76.3,4553.93
371,16.7,66.8,2414.25
371,17.8,70.9,2861.4
371,18,65.8,2779.39
371,22.1,70,4371.46
371,16.6,74,2564.22
371,14.6,67.6,1882.77
371,17.1,69.7,2624.31
371,22,69,4244.35
371,24.4,66.9,5141.36
371,19,75.9,3387.13
371,18,66.2,2812.01
371,22.5,73.4,4660.58
371,31.2,79,9262.56
371,22.9,74.9,4906.34
371,18.5,66.6,2969.43
371,17.5,71.9,2786.52
371,24.8,78.2,5866.49
371,24.3,81.9,5800.67
371,18.6,74.7,3221.92
371,29.3,79.1,8224.62
371,32.4,75.5,9729.95
371,25.2,79.6,6139.93
371,22.2,77,4688.09
371,22.7,72.4,4687.71
371,17,65.7,2494.87
371,23.4,77.3,5207.13
371,15.5,73.4,2218.73
371,28.3,84.5,8029.72
371,17.3,71.8,2707.35
371,17,66.6,2508.19
371,25.5,73.2,5951.64
371,19.1,69.4,3241.75
371,19.5,66.3,3294.68
371,16.3,60.5,2167.66
371,25.3,71.7,5769.12
371,19.4,77.4,3583.3
371,21.8,74.1,4409.79
371,25.2,74.3,5865.15
371,23.3,65.3,4621.27
371,18.8,72.8,3235.87
371,22.2,77.6,4692.24
371,22,74.8,4504.53
371,21.6,69,4117.6
371,18.6,66.6,2990.78
371,26,72.1,6133.91
371,25.5,74.1,5979.11
371,25.5,72.8,5940.63
371,20.4,70.3,3747.8
371,20.3,76.3,3898.2
371,24.7,75.2,5667.88
371,17.6,72.9,2841.78
371,21,56,3407.98
371,27.5,72.6,6883.25
371,24.7,76,5724.23
371,22.8,79.7,5056.7
371,18.8,73.6,3232.76
371,20.6,69.3,3762.64
371,15.3,63.8,1973.61
371,19.3,69.1,3290.46
371,14.4,71.1,1869.14
371,19.7,69.4,3443.15
371,20.8,70.1,3840.78
371,19.1,69,3238.5
371,16.1,54.5,1980.48
371,19.3,70.6,3317.04
371,19,72,3292.54
371,14.3,63.8,1722.74
371,18.6,69,3075.09
371,14.7,68.8,1886.96
371,26.2,77,6478.84
371,20.5,76.8,3979.42
371,16.5,72.1,2510.63
371,19.7,75.2,3633.51
371,17.2,69.3,2648.3
371,24,67.2,4999.92
371,22.8,70.7,4678.28
371,24.3,77.8,5625.32
371,20.3,65.6,3536.64
371,17.9,67.6,2802.67
371,24.3,68.9,5188.44
371,18.2,73.7,3055.91
371,20.5,65.3,3600.08
371,22.4,76.7,4748.64
371,19,74.9,3374.6
371,26.3,78.5,6618.22
371,24.4,77.4,5650.31
371,19.7,78.8,3700.17
371,22.1,71.5,4422.35
371,27.5,75.1,7035.08
371,19,77,3436.99
371,21.1,71.2,4022.11
371,22.9,67.2,4562.31
371,19.7,60.7,3171.49
371,20,71.1,3625.59
371,17.9,73.1,2949.12
371,21.2,74,4156.14
371,20.9,73.9,4043.83
371,26.2,76.8,6461.75
371,20,74.8,3723.08
371,19.8,71.9,3566.69
371,17.4,73.9,2820.72
371,23.3,68.3,4779.19
371,28.3,74.7,7397.87
371,16.1,68.5,2295.01
371,19.3,67.6,3243.66
371,21.4,75.7,4314.09
371,18,80.9,3202.27
371,18.5,71.9,3101.52
371,21.3,70.9,4087.83
371,27.7,76.7,7217.34
371,18.5,72.8,3140.85
371,15.5,64.3,2036.52
371,19.3,75.6,3519.2
371,22.1,79.3,4721.24
371,29.9,73.8,8173.12
371,16,66.7,2225.41
371,18.5,73.9,3191.87
371,20.6,67.7,3709.93
371,28.6,79.5,7860.43
371,23.6,78.9,5367.56
371,24.7,76.6,5759.93
371,21.8,70,4224.68
371,23.6,79.2,5376.8
371,29.4,79.3,8300.34
371,25.5,81.9,6414.81
371,28.2,73.7,7287.46
371,23.3,73.5,4948.25
371,28.6,71.7,7352.21
371,21.2,78.2,4316.82
371,16,69.8,2277.41
371,19.8,73.4,3594.12
371,21,73.1,4050.66
371,25,75.4,5838.49
371,18.6,66.1,2978.18
371,20.3,59,3290.34
371,20.5,55.1,3233.56
371,23,72.1,4766.89
371,24.7,72.7,5523.02
371,16.2,62.5,2199.92
371,16,63.9,2167.92
371,22,74.8,4492.14
371,22.1,70.8,4384.21
371,19.4,71.9,3443.07
371,22.9,61.8,4313.68
371,19.7,73.3,3576.31
371,19,69.4,3196.43
371,25.3,66.4,5508.98
371,15.1,67.8,2004.56
371,30.5,75.5,8656.93
371,25.8,85.4,6636.99
371,24.8,72,5534.78
371,14.4,66.5,1801.07
371,20.4,70.9,3747.8
371,19.6,67.8,3372.01
371,18.3,70,3016.89
371,17.5,66.8,2667.56
371,23.3,78.3,5214.12
371,18.9,70,3161.1
371,19.8,68,3427.78
371,18.3,65.5,2862.46
371,21.6,78.8,4482.64
371,18.7,72.9,3203.02
371,15.6,62.9,2033.79
371,18.4,83,3382.39
371,29.4,83,8536.98
371,19.5,70,3386.6
371,19.7,72.1,3511.79
371,16.6,69.9,2462.62
371,22,76.3,4553.93
371,16.7,66.8,2414.25
371,17.3,70.9,2710.03
371,18,65.8,2779.39
371,22.1,70,4371.46
371,16.6,74,2564.22
371,14.6,67.6,1882.77
371,17.1,69.7,2624.31
371,22,69,4244.35
371,24.4,66.9,5141.36
371,19,75.9,3387.13
371,18,66.2,2812.01
371,22.5,73.4,4660.58
371,31.2,79,9262.56
371,22.9,74.9,4906.34
371,18.5,66.6,2969.43
371,17.5,71.9,2786.52
371,24.8,78.2,5881.78
371,24.3,81.9,5800.67
371,18.6,74.7,3221.92
371,29.3,79.1,8224.62
371,32.4,75.5,9729.95
371,25.2,79.6,6139.93
371,22.2,77,4688.09
371,22.7,72.4,4687.71
371,17,65.7,2494.87
371,23.4,77.3,5207.13
371,15.5,73.4,2218.73
371,28.3,84.5,8029.72
371,17.3,71.8,2707.35
371,17,66.6,2508.19
371,25.5,73.2,5951.64
371,19.1,69.4,3241.75
371,19.5,66.3,3294.68
371,16.3,60.5,2167.66
371,25.3,71.7,5769.12
371,19.4,77.4,3583.3
371,21.8,74.1,4409.79
371,25.2,74.3,5865.15
371,23.3,65.3,4621.27
371,18.8,72.8,3235.87
371,22.2,77.6,4692.24
371,22,74.8,4504.53
371,21.6,69,4117.6
371,18.6,66.6,2990.78
371,26,72.1,6133.91
371,25.5,74.1,5979.11
316,17,75.6,2449.2
316,16.7,77.1,2416.46
316,15.7,84.3,2243.73
316,14.6,80.1,1884.57
316,18,82.6,2918.13
316,22.1,87,4512.62
316,17.4,110.6,3305.8
316,20.8,86.6,4015.01
316,15,77.3,1942.08
316,27.9,80.2,6822.22
318,15,73.3,2239.81
318,16.3,86.6,2964.89
318,15.5,77.4,2477.14
318,19,75,3605.11
318,25,82.1,6640.71
318,13.5,70.9,1786.53
