latitude,longitude,address,driving_time_to_campus,walking_time_to_campus,bicycling_time_to_campus,transit_time_to_campus,driving_time_cluster,walking_time_cluster,bicycling_time_cluster,transit_time_cluster
40.58999999999988,-124.1099999999998,"555 Paradise Dr, Fortuna, CA 95540, USA",41,952,257,118,1,1,1,1
40.58999999999988,-123.09999999999928,"HVRX+2X Hayfork, CA, USA",155,2160,687,297,0,0,0,0
40.58999999999988,-123.08999999999928,"HWR5+2X Hayfork, CA, USA",156,2160,687,294,0,0,0,0
40.58999999999988,-123.07999999999927,"HWRC+22 Hayfork, CA, USA",156,2160,687,294,0,0,0,0
40.58999999999988,-123.06999999999928,"HWRH+2X Hayfork, CA, USA",152,2160,689,282,0,0,0,0
40.58999999999988,-123.05999999999926,"HWRR+22 Hayfork, CA, USA",153,2160,689,286,0,0,0,0
40.58999999999988,-123.02999999999923,"HXR9+2X Hayfork, CA, USA",144,2220,703,302,0,0,0,0
40.58999999999988,-123.01999999999924,"4756 Summit Creek Rd, Hayfork, CA 96041, USA",148,2220,698,315,0,0,0,0
40.58999999999988,-123.00999999999924,"HXRR+22 Hayfork, CA, USA",144,2280,705,276,0,0,0,0
40.59999999999988,-124.20999999999984,"HQXR+X2 Loleta, CA, USA",32,1313,363,98,1,0,0,1
40.59999999999988,-124.19999999999985,"HRX2+X2 Worswick, CA, USA",33,1330,331,115,1,0,0,1
40.59999999999988,-124.18999999999984,"HRX5+XX Fortuna, CA, USA",36,1351,329,380,1,0,0,0
